unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_km,fare,tips,payment_type,company,pickup_location,dropoff_location
FI-1945,I-580,2021-02-24 17:15:00+00:00,2021-02-24 17:15:00+00:00,1.60934,6.75,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1946,I-490,2021-02-24 17:30:00+00:00,2021-02-24 17:45:00+00:00,4.506151999999999,10.0,3.1,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6559981815 41.9442266014)
AI-10436,AI-611,2021-02-24 18:15:00+00:00,2021-02-24 18:30:00+00:00,5.310822,14.25,2.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1947,I-433,2021-02-24 19:00:00+00:00,2021-02-24 19:00:00+00:00,0.5,11.75,1.0,Credit Card,Federway Int.,POINT (-87.6763559892 41.9012069941),POINT (-87.6763559892 41.9012069941)
AI-10437,A-754,2021-02-24 19:15:00+00:00,2021-02-24 19:15:00+00:00,2.896812,8.5,2.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
RA-3189,RA-246,2021-02-25 04:00:00+00:00,2021-02-25 04:00:00+00:00,0.5,3.25,0.0,Cash,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.9030396611 41.9790708201)
RA-3190,RA-317,2021-02-25 04:00:00+00:00,2021-02-25 04:00:00+00:00,0.5,3.25,0.0,Cash,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.9030396611 41.9790708201)
RA-3191,RA-140,2021-02-25 09:15:00+00:00,2021-02-25 09:45:00+00:00,23.496364,36.75,8.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6763559892 41.9012069941)
AI-10438,AI-542,2021-02-25 11:30:00+00:00,2021-02-25 11:30:00+00:00,1.770274,6.5,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6251921424 41.8788655841)
AI-10439,AI-340,2021-02-25 11:45:00+00:00,2021-02-25 12:00:00+00:00,14.48406,3.25,0.0,Cash,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.592310855 41.794090253)
AI-10440,AI-555,2021-02-25 12:15:00+00:00,2021-02-25 12:30:00+00:00,3.862416,9.5,0.0,Credit Card,Atomic Inc.,POINT (-87.6203346241 41.8571838585),POINT (-87.6251921424 41.8788655841)
AI-10441,A-786,2021-02-25 12:45:00+00:00,2021-02-25 13:00:00+00:00,2.735878,8.5,2.0,Credit Card,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6197106717 41.8950334495)
FI-1948,I-587,2021-02-25 14:15:00+00:00,2021-02-25 14:15:00+00:00,0.5,3.5,0.0,No Charge,Federway Int.,POINT (-87.7234523905 41.9535821253),POINT (-87.7234523905 41.9535821253)
AI-10442,AI-889,2021-02-25 14:15:00+00:00,2021-02-25 14:30:00+00:00,7.0810960000000005,14.5,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6186777673 41.8351179863)
FI-1949,I-621,2021-02-25 16:15:00+00:00,2021-02-25 16:15:00+00:00,0.80467,4.75,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
AI-10443,AI-605,2021-02-25 16:30:00+00:00,2021-02-25 16:45:00+00:00,1.770274,6.25,1.0,Credit Card,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6333080367 41.899602111)
RA-3192,RA-318,2021-02-25 16:45:00+00:00,2021-02-25 17:30:00+00:00,21.887024,36.5,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6559981815 41.9442266014)
FI-1950,I-527,2021-02-25 17:00:00+00:00,2021-02-25 17:00:00+00:00,1.1265379999999998,5.5,0.0,Cash,Federway Int.,POINT (-87.6262105324 41.8991556134),POINT (-87.6188683546 41.8909220259)
AI-10444,A-363,2021-02-25 17:15:00+00:00,2021-02-25 17:15:00+00:00,2.896812,7.75,0.0,Cash,Atomic Inc.,POINT (-87.6197106717 41.8950334495),POINT (-87.6409015248 41.9074128162)
FI-1951,F-619,2021-02-25 17:15:00+00:00,2021-02-25 17:15:00+00:00,0.80467,4.75,2.0,Credit Card,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6327464887 41.8809944707)
AI-10445,AI-499,2021-02-25 17:30:00+00:00,2021-02-25 17:45:00+00:00,2.735878,8.5,3.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
FI-1952,F-546,2021-02-25 17:30:00+00:00,2021-02-25 17:45:00+00:00,7.24203,15.25,7.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6178596758 41.8129489392)
AI-10446,AI-851,2021-02-25 18:00:00+00:00,2021-02-25 18:00:00+00:00,2.092142,6.75,0.0,Cash,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
AI-10447,A-669,2021-02-25 18:15:00+00:00,2021-02-25 18:30:00+00:00,3.057746,8.5,3.0,Credit Card,Atomic Inc.,POINT (-87.6262149064 41.8925077809),POINT (-87.6173580061 41.859349715)
FI-1953,F-591,2021-02-25 18:15:00+00:00,2021-02-25 18:45:00+00:00,14.805927999999998,26.25,0.0,Unknown,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.5727819867 41.7615779081)
FI-1954,I-580,2021-02-25 19:00:00+00:00,2021-02-25 19:15:00+00:00,1.1265379999999998,5.25,3.0,Credit Card,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6209929134 41.8849871918)
AI-10448,AI-740,2021-02-25 19:00:00+00:00,2021-02-25 19:15:00+00:00,4.345218,10.75,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6339734222 41.8420761168)
AI-10449,AI-449,2021-02-25 19:45:00+00:00,2021-02-25 19:45:00+00:00,2.5749440000000003,7.25,2.0,Credit Card,Atomic Inc.,POINT (-87.6262105324 41.8991556134),POINT (-87.6209929134 41.8849871918)
FI-1955,I-429,2021-02-25 20:00:00+00:00,2021-02-25 20:15:00+00:00,5.149888000000001,11.25,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
AI-10450,A-655,2021-02-25 20:00:00+00:00,2021-02-25 20:15:00+00:00,16.576202000000002,28.0,2.5,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.5727819867 41.7615779081)
RA-3193,RA-449,2021-02-26 06:15:00+00:00,2021-02-26 06:15:00+00:00,0.5,3.25,0.0,Cash,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.9030396611 41.9790708201)
RA-3194,RA-317,2021-02-26 08:15:00+00:00,2021-02-26 09:00:00+00:00,27.197846,42.75,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6635175498 41.874005383)
AI-10451,AI-932,2021-02-26 11:00:00+00:00,2021-02-26 11:15:00+00:00,3.379614,9.0,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6173580061 41.859349715)
AI-10452,AI-790,2021-02-26 11:45:00+00:00,2021-02-26 12:00:00+00:00,2.896812,8.0,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.667569312 41.8502663663)
RA-3195,RA-230,2021-02-26 12:15:00+00:00,2021-02-26 12:45:00+00:00,23.496364,36.75,12.35,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6763559892 41.9012069941)
AI-10453,A-857,2021-02-26 12:30:00+00:00,2021-02-26 13:00:00+00:00,14.162192,26.0,0.0,Cash,Atomic Inc.,POINT (-87.667569312 41.8502663663),POINT (-87.7560467111 41.8906088526)
AI-10454,AI-963,2021-02-26 13:45:00+00:00,2021-02-26 14:00:00+00:00,0.5,3.25,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6460070664 41.9534000435)
AI-10456,A-458,2021-02-26 14:00:00+00:00,2021-02-26 14:00:00+00:00,0.5,3.25,0.0,Cash,Atomic Inc.,POINT (-87.6558787862 41.96581197),POINT (-87.6558787862 41.96581197)
AI-10455,AI-567,2021-02-26 14:00:00+00:00,2021-02-26 14:00:00+00:00,0.5,3.25,0.0,Cash,Atomic Inc.,POINT (-87.6559981815 41.9442266014),POINT (-87.6559981815 41.9442266014)
AI-10457,AI-897,2021-02-26 14:15:00+00:00,2021-02-26 14:15:00+00:00,0.6437360000000001,4.25,1.25,Credit Card,Atomic Inc.,POINT (-87.6262105324 41.8991556134),POINT (-87.6262149064 41.8925077809)
AI-10458,AI-434,2021-02-26 15:30:00+00:00,2021-02-26 15:45:00+00:00,1.448406,6.5,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6333080367 41.899602111)
AI-10459,AI-434,2021-02-26 16:00:00+00:00,2021-02-26 16:15:00+00:00,14.323126,23.25,0.0,Cash,Atomic Inc.,POINT (-87.6339734222 41.8420761168),POINT (-87.6339734222 41.8420761168)
AI-10460,A-884,2021-02-26 16:15:00+00:00,2021-02-26 16:15:00+00:00,0.5,3.25,0.0,Credit Card,Atomic Inc.,POINT (-87.6339734222 41.8420761168),POINT (-87.6339734222 41.8420761168)
AI-10461,AI-509,2021-02-26 17:00:00+00:00,2021-02-26 17:15:00+00:00,1.2874720000000002,5.5,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6327464887 41.8809944707)
AI-10462,AI-875,2021-02-26 17:15:00+00:00,2021-02-26 17:15:00+00:00,1.1265379999999998,5.25,0.0,Cash,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
FI-1956,I-537,2021-02-26 17:30:00+00:00,2021-02-26 17:30:00+00:00,1.1265379999999998,6.0,4.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1957,F-602,2021-02-26 17:45:00+00:00,2021-02-26 18:00:00+00:00,7.724831999999999,14.75,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6559981815 41.9442266014)
AI-10463,AI-520,2021-02-26 17:45:00+00:00,2021-02-26 18:00:00+00:00,5.9545580000000005,13.25,2.0,Credit Card,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6186777673 41.8351179863)
AI-10464,A-429,2021-02-26 18:15:00+00:00,2021-02-26 18:30:00+00:00,8.0467,15.5,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6186777673 41.8351179863)
FI-1958,F-591,2021-02-26 18:15:00+00:00,2021-02-26 18:30:00+00:00,3.057746,9.0,0.0,Cash,Federway Int.,POINT (-87.6494887289 41.9226862843),POINT (-87.6333080367 41.899602111)
FI-1959,F-582,2021-02-26 18:45:00+00:00,2021-02-26 19:00:00+00:00,10.46071,19.0,4.85,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6634164054 41.9867117999)
AI-10465,AI-449,2021-02-26 19:00:00+00:00,2021-02-26 19:00:00+00:00,3.862416,9.5,2.5,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6494887289 41.9226862843)
AI-10466,AI-531,2021-02-26 19:15:00+00:00,2021-02-26 19:15:00+00:00,1.448406,5.5,0.0,Cash,Atomic Inc.,POINT (-87.6262149064 41.8925077809),POINT (-87.6378442095 41.8932163595)
AI-10467,AI-335,2021-02-26 19:30:00+00:00,2021-02-26 20:00:00+00:00,7.0810960000000005,15.5,6.5,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
FI-1960,I-494,2021-02-26 20:00:00+00:00,2021-02-26 20:15:00+00:00,3.701482,10.5,0.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
FI-1961,I-494,2021-02-26 20:15:00+00:00,2021-02-26 20:30:00+00:00,0.80467,4.75,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1962,I-433,2021-02-26 20:30:00+00:00,2021-02-26 20:45:00+00:00,4.345218,10.75,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
FI-1963,I-537,2021-02-26 21:15:00+00:00,2021-02-26 21:15:00+00:00,1.931208,6.5,2.0,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
RA-3196,RA-246,2021-02-27 07:00:00+00:00,2021-02-27 07:30:00+00:00,21.243288,34.25,7.95,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6558787862 41.96581197)
RA-3197,RA-21,2021-02-27 10:30:00+00:00,2021-02-27 10:45:00+00:00,14.805927999999998,24.5,5.8,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.7633990316 41.9540276487)
AI-10468,A-884,2021-02-27 12:30:00+00:00,2021-02-27 13:15:00+00:00,4.667085999999999,17.25,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6635175498 41.874005383)
AI-10469,AI-499,2021-02-27 13:15:00+00:00,2021-02-27 13:30:00+00:00,2.5749440000000003,8.25,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6635175498 41.874005383)
AI-10470,AI-600,2021-02-27 13:45:00+00:00,2021-02-27 14:00:00+00:00,0.321868,4.25,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6635175498 41.874005383)
AI-10471,AI-434,2021-02-27 15:45:00+00:00,2021-02-27 16:00:00+00:00,2.735878,8.75,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
AI-10472,AI-930,2021-02-27 16:00:00+00:00,2021-02-27 16:30:00+00:00,5.310822,17.25,3.55,Credit Card,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
AI-10473,A-324,2021-02-27 16:30:00+00:00,2021-02-27 16:45:00+00:00,2.092142,7.5,2.0,Credit Card,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
AI-10474,AI-339,2021-02-27 17:00:00+00:00,2021-02-27 17:00:00+00:00,0.6437360000000001,5.0,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
AI-10475,A-363,2021-02-27 17:15:00+00:00,2021-02-27 17:15:00+00:00,1.1265379999999998,5.25,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1964,I-536,2021-02-27 17:30:00+00:00,2021-02-27 17:45:00+00:00,4.9889540000000006,12.25,2.55,Credit Card,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6635175498 41.874005383)
AI-10476,A-614,2021-02-27 17:45:00+00:00,2021-02-27 17:45:00+00:00,4.345218,9.5,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6559981815 41.9442266014)
FI-1965,F-583,2021-02-27 18:15:00+00:00,2021-02-27 18:30:00+00:00,1.60934,9.25,3.0,Credit Card,Federway Int.,POINT (-87.6262105324 41.8991556134),POINT (-87.6288741572 41.8920726347)
AI-10477,A-655,2021-02-27 18:45:00+00:00,2021-02-27 19:00:00+00:00,3.21868,10.5,2.2,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
FI-1966,I-634,2021-02-27 19:00:00+00:00,2021-02-27 19:00:00+00:00,1.60934,7.25,2.0,Credit Card,Federway Int.,POINT (-87.6197106717 41.8950334495),POINT (-87.6378442095 41.8932163595)
AI-10478,AI-611,2021-02-27 19:30:00+00:00,2021-02-27 19:30:00+00:00,0.5,3.25,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6251921424 41.8788655841)
AI-10480,A-624,2021-02-27 19:45:00+00:00,2021-02-27 19:45:00+00:00,0.5,3.25,0.0,Cash,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
AI-10479,A-879,2021-02-27 19:45:00+00:00,2021-02-27 19:45:00+00:00,0.5,3.25,0.0,Cash,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
FI-1967,F-428,2021-02-27 20:00:00+00:00,2021-02-27 20:15:00+00:00,4.82802,11.75,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6559981815 41.9442266014)
RA-3198,RA-82,2021-02-28 08:45:00+00:00,2021-02-28 09:00:00+00:00,28.002516,42.75,0.0,Cash,Rocket Cab Auto,POINT (-87.9030396611 41.9790708201),POINT (-87.6209929134 41.8849871918)
AI-10481,AI-509,2021-02-28 10:45:00+00:00,2021-02-28 11:00:00+00:00,13.840324,24.25,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.592310855 41.794090253)
RA-3199,RC-497,2021-02-28 11:15:00+00:00,2021-02-28 11:45:00+00:00,21.082354,34.5,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.7560467111 41.8906088526)
AI-10482,AI-847,2021-02-28 12:15:00+00:00,2021-02-28 12:30:00+00:00,3.379614,9.5,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6333080367 41.899602111)
AI-10483,AI-339,2021-02-28 14:15:00+00:00,2021-02-28 14:15:00+00:00,1.931208,6.75,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6763559892 41.9012069941)
RA-3200,RA-108,2021-02-28 14:15:00+00:00,2021-02-28 14:30:00+00:00,26.875978,42.25,5.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6333080367 41.899602111)
AI-10484,AI-434,2021-02-28 14:30:00+00:00,2021-02-28 14:45:00+00:00,5.63269,12.75,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6203346241 41.8571838585)
AI-10485,AI-756,2021-02-28 17:00:00+00:00,2021-02-28 17:15:00+00:00,5.9545580000000005,13.25,0.0,Cash,Atomic Inc.,POINT (-87.6203346241 41.8571838585),POINT (-87.6635175498 41.874005383)
AI-10486,AI-567,2021-02-28 17:15:00+00:00,2021-02-28 17:15:00+00:00,1.770274,6.25,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6763559892 41.9012069941)
AI-10487,AI-816,2021-02-28 18:00:00+00:00,2021-02-28 18:15:00+00:00,11.748182,20.75,0.0,Cash,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6875155152 41.9751709433)
FI-1968,F-510,2021-03-01 16:15:00+00:00,2021-03-01 16:30:00+00:00,0.80467,4.75,0.0,Cash,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.642648998 41.8792550844)
FI-1969,I-570,2021-03-01 17:45:00+00:00,2021-03-01 18:00:00+00:00,4.184284,10.5,2.2,Credit Card,Federway Int.,POINT (-87.6494887289 41.9226862843),POINT (-87.6251921424 41.8788655841)
FI-1970,F-605,2021-03-01 19:15:00+00:00,2021-03-01 19:15:00+00:00,2.5749440000000003,7.75,0.0,Cash,Federway Int.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
RA-3201,RA-251,2021-03-02 09:00:00+00:00,2021-03-02 09:30:00+00:00,21.72609,34.25,7.75,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6991553432 41.9227606205)
AI-10488,AI-335,2021-03-02 11:45:00+00:00,2021-03-02 12:00:00+00:00,2.735878,7.25,0.0,Cash,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.6635175498 41.874005383)
AI-10489,AI-671,2021-03-02 12:45:00+00:00,2021-03-02 13:00:00+00:00,1.2874720000000002,3.25,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6327464887 41.8809944707)
AI-10490,AI-522,2021-03-02 13:00:00+00:00,2021-03-02 13:00:00+00:00,0.6437360000000001,4.0,1.0,Credit Card,Atomic Inc.,POINT (-87.6209929134 41.8849871918),POINT (-87.6327464887 41.8809944707)
RA-3202,RA-21,2021-03-02 14:15:00+00:00,2021-03-02 14:45:00+00:00,22.047958,36.25,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6559981815 41.9442266014)
AI-10491,A-843,2021-03-02 14:30:00+00:00,2021-03-02 14:45:00+00:00,2.896812,8.5,0.0,Cash,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6197106717 41.8950334495)
AI-10492,A-843,2021-03-02 14:45:00+00:00,2021-03-02 14:45:00+00:00,0.80467,4.75,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
AI-10493,AI-531,2021-03-02 15:45:00+00:00,2021-03-02 15:45:00+00:00,0.80467,4.75,0.0,Cash,Atomic Inc.,POINT (-87.6558787862 41.96581197),POINT (-87.6558787862 41.96581197)
FI-1971,F-510,2021-03-02 17:15:00+00:00,2021-03-02 17:15:00+00:00,1.60934,6.75,4.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
AI-10494,A-480,2021-03-02 17:15:00+00:00,2021-03-02 17:15:00+00:00,0.6437360000000001,4.75,3.0,Credit Card,Atomic Inc.,POINT (-87.6197106717 41.8950334495),POINT (-87.6197106717 41.8950334495)
AI-10495,AI-501,2021-03-02 17:30:00+00:00,2021-03-02 17:30:00+00:00,1.931208,6.5,3.0,Credit Card,Atomic Inc.,POINT (-87.6327464887 41.8809944707),POINT (-87.6262149064 41.8925077809)
RA-3203,RC-32,2021-03-02 18:00:00+00:00,2021-03-02 18:30:00+00:00,15.932466,28.5,0.0,Cash,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.7633990316 41.9540276487)
FI-1972,F-489,2021-03-02 18:00:00+00:00,2021-03-02 18:15:00+00:00,2.5749440000000003,7.75,2.0,Credit Card,Federway Int.,POINT (-87.6327464887 41.8809944707),POINT (-87.6173580061 41.859349715)
AI-10496,A-920,2021-03-02 18:00:00+00:00,2021-03-02 18:15:00+00:00,2.735878,9.0,0.0,Cash,Atomic Inc.,POINT (-87.6327464887 41.8809944707),POINT (-87.6197106717 41.8950334495)
AI-10497,AI-775,2021-03-02 18:15:00+00:00,2021-03-02 18:30:00+00:00,1.1265379999999998,5.25,1.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
AI-10498,AI-509,2021-03-02 18:30:00+00:00,2021-03-02 19:00:00+00:00,5.9545580000000005,13.5,3.5,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6763559892 41.9012069941)
FI-1973,I-429,2021-03-02 18:30:00+00:00,2021-03-02 18:30:00+00:00,2.896812,8.5,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
FI-1974,F-613,2021-03-02 19:00:00+00:00,2021-03-02 19:00:00+00:00,1.448406,6.25,0.0,Unknown,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
FI-1975,I-580,2021-03-02 19:15:00+00:00,2021-03-02 19:30:00+00:00,2.253076,7.75,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
AI-10499,AI-816,2021-03-02 19:15:00+00:00,2021-03-02 19:45:00+00:00,13.196587999999998,24.0,5.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.7215590627 41.968069)
RA-3204,RA-466,2021-03-03 08:30:00+00:00,2021-03-03 09:15:00+00:00,29.450922,45.5,10.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6635175498 41.874005383)
AI-10500,AI-449,2021-03-03 11:30:00+00:00,2021-03-03 11:45:00+00:00,3.21868,9.75,3.05,Credit Card,Atomic Inc.,POINT (-87.642648998 41.8792550844),POINT (-87.6129454143 41.8919715078)
AI-10501,AI-897,2021-03-03 11:45:00+00:00,2021-03-03 12:15:00+00:00,10.138842,22.75,0.0,Cash,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6558787862 41.96581197)
AI-10502,AI-377,2021-03-03 12:15:00+00:00,2021-03-03 12:30:00+00:00,11.26538,19.75,0.0,Cash,Atomic Inc.,POINT (-87.6559981815 41.9442266014),POINT (-87.6203346241 41.8571838585)
AI-10503,AI-756,2021-03-03 12:45:00+00:00,2021-03-03 13:30:00+00:00,4.02335,22.0,0.0,Cash,Atomic Inc.,POINT (-87.6251921424 41.8788655841),POINT (-87.6333080367 41.899602111)
RA-3205,RC-165,2021-03-03 14:30:00+00:00,2021-03-03 14:45:00+00:00,17.219938,28.75,5.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.7215590627 41.968069)
AI-10504,A-669,2021-03-03 15:15:00+00:00,2021-03-03 15:45:00+00:00,11.748182,23.0,0.0,Unknown,Atomic Inc.,POINT (-87.6635175498 41.874005383),POINT (-87.7560467111 41.8906088526)
AI-10505,A-669,2021-03-03 17:15:00+00:00,2021-03-03 17:15:00+00:00,2.092142,7.0,0.0,Cash,Atomic Inc.,POINT (-87.6327464887 41.8809944707),POINT (-87.6262149064 41.8925077809)
AI-10506,A-504,2021-03-03 17:45:00+00:00,2021-03-03 18:00:00+00:00,4.345218,10.5,2.2,Credit Card,Atomic Inc.,POINT (-87.6262105324 41.8991556134),POINT (-87.6173580061 41.859349715)
RA-3206,RC-169,2021-03-03 17:45:00+00:00,2021-03-03 18:30:00+00:00,22.852628,38.25,6.0,Credit Card,Rocket Cab Auto,POINT (-87.913624596 41.9802643146),POINT (-87.6559981815 41.9442266014)
FI-1976,F-602,2021-03-03 18:00:00+00:00,2021-03-03 18:15:00+00:00,0.6437360000000001,4.75,0.0,Cash,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6251921424 41.8788655841)
AI-10507,A-647,2021-03-03 18:30:00+00:00,2021-03-03 18:45:00+00:00,1.770274,6.5,2.0,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
FI-1977,I-580,2021-03-03 18:45:00+00:00,2021-03-03 18:45:00+00:00,1.770274,6.5,1.0,Credit Card,Federway Int.,POINT (-87.6251921424 41.8788655841),POINT (-87.6635175498 41.874005383)
AI-10508,AI-731,2021-03-03 18:45:00+00:00,2021-03-03 19:00:00+00:00,4.02335,9.75,9.99,Credit Card,Atomic Inc.,POINT (-87.6333080367 41.899602111),POINT (-87.6333080367 41.899602111)
RA-3207,RA-91,2021-03-03 18:45:00+00:00,2021-03-03 19:15:00+00:00,7.724831999999999,17.75,0.0,Cash,Rocket Cab Auto,POINT (-87.6559981815 41.9442266014),POINT (-87.7209182385 41.9000696026)
AI-10509,AI-783,2021-03-03 19:30:00+00:00,2021-03-03 19:45:00+00:00,3.057746,8.25,0.0,Cash,Atomic Inc.,POINT (-87.6327464887 41.8809944707),POINT (-87.6378442095 41.8932163595)
