full_school_name,school_name,player_name,position,height,weight,year,hometown,state,id
North Carolina Tar Heels,North Carolina,James Harrison,DL,75.0,245.0,FR,"PINEHURST, NC",NC,2026
North Carolina Tar Heels,North Carolina,Dalton Stogner,WR,76.0,195.0,SO,"DALLAS, TX",TX,2027
North Carolina Tar Heels,North Carolina,Cody Johnson,K,75.0,200.0,JR,"GREENSBORO, NC",NC,2028
North Carolina Tar Heels,North Carolina,Jessie Rogers,DE,76.0,260.0,SO,"ARLINGTON, TX",TX,2029
North Carolina Tar Heels,North Carolina,Allen Champagne,DL,76.0,285.0,SO,"MONTREAL, PQ",PQ,2030
North Carolina Tar Heels,North Carolina,Garrett Hudson,TE,76.0,225.0,FR,"WAKE FOREST, NC",NC,2031
North Carolina Tar Heels,North Carolina,Nazair Jones,DL,77.0,250.0,FR,"ROANOKE RAPIDS, NC",NC,2032
North Carolina Tar Heels,North Carolina,Tim Jackson,DT,77.0,285.0,SR,--,--,2033
North Carolina Tar Heels,North Carolina,Dajaun Drennon,DE,76.0,230.0,FR,"CLEMENTON, NJ",NJ,2034
North Carolina Tar Heels,North Carolina,Kareem Martin,DE,78.0,265.0,SR,"ROANOKE RAPIDS, NC",NC,2035
North Carolina Tar Heels,North Carolina,Ethan Farmer,DT,75.0,295.0,JR,"TABOR CITY, NC",NC,2036
North Carolina Tar Heels,North Carolina,Shawn Underwood,DT,73.0,305.0,JR,"FUQUAY VARINA, NC",NC,2037
North Carolina Tar Heels,North Carolina,Justin Thomason,DE,76.0,265.0,SO,"MCDONOUGH, GA",GA,2038
North Carolina State Wolfpack,North Carolina State,Marquez Valdes-Scantling,WR,75.0,201.0,FR,--,--,2039
North Carolina State Wolfpack,North Carolina State,Rashard Smith,WR,69.0,175.0,SR,"DUBLIN, GA",GA,2040
North Carolina State Wolfpack,North Carolina State,Marchez Coates,CB,70.0,178.0,FR,"POMFRET, MD",MD,2041
North Carolina State Wolfpack,North Carolina State,Jerod Fernandez,LB,73.0,215.0,FR,"LAKE MARY, FL",FL,2042
North Carolina State Wolfpack,North Carolina State,Pete Thomas,QB,78.0,234.0,JR,"EL CAJON, CA",CA,2043
North Carolina State Wolfpack,North Carolina State,Rodman Noel,LB,76.0,215.0,JR,"EVERETT, MA",MA,2044
North Carolina State Wolfpack,North Carolina State,Josh Taylor,QB,71.0,185.0,FR,"NEW BERN, NC",NC,2045
North Carolina State Wolfpack,North Carolina State,Tim Buckley,S,72.0,193.0,SO,"RALEIGH, NC",NC,2046
North Carolina State Wolfpack,North Carolina State,Sean Paul,CB,70.0,180.0,FR,"VERO BEACH, FL",FL,2047
North Carolina State Wolfpack,North Carolina State,Brandon Mitchell,QB,76.0,239.0,SR,"AMITE, LA",LA,2048
North Carolina State Wolfpack,North Carolina State,Dravious Wright,CB,70.0,185.0,FR,"VERO BEACH, FL",FL,2049
North Carolina State Wolfpack,North Carolina State,Travares Copeland,WR,71.0,178.0,SO,"PORT SAINT LUCIE, FL",FL,2050
North Carolina State Wolfpack,North Carolina State,Shadrach Thornton,RB,73.0,203.0,SO,"HINESVILLE, GA",GA,2051
North Carolina State Wolfpack,North Carolina State,Juston Burris,CB,73.0,203.0,SO,"RALEIGH, NC",NC,2052
North Carolina State Wolfpack,North Carolina State,Garrett Leatham,QB,76.0,214.0,SO,"APEX, NC",NC,2053
North Carolina State Wolfpack,North Carolina State,Jacoby Brissett,QB,76.0,231.0,JR,"WEST PALM BEACH, FL",FL,2054
North Carolina State Wolfpack,North Carolina State,Bra'Lon Cherry,WR,71.0,180.0,FR,"NEW BERN, NC",NC,2055
North Carolina State Wolfpack,North Carolina State,Jarvis Byrd,S,70.0,183.0,SR,"PAHOKEE, FL",FL,2056
North Carolina State Wolfpack,North Carolina State,Bryant Shirreffs,QB,75.0,218.0,FR,"JEFFERSON, GA",GA,2057
North Carolina State Wolfpack,North Carolina State,Johnathan Alston,WR,75.0,200.0,FR,"BUNN, NC",NC,2058
North Carolina State Wolfpack,North Carolina State,Manny Stocker,QB,73.0,212.0,SO,"COATESVILLE, PA",PA,2059
North Carolina State Wolfpack,North Carolina State,Josh Jones,S,74.0,205.0,FR,"WALLED LAKE, MI",MI,2060
North Carolina State Wolfpack,North Carolina State,Maurice Morgan,WR,74.0,226.0,SO,"LA GRANGE, NC",NC,2061
North Carolina State Wolfpack,North Carolina State,Hakim Jones,S,74.0,198.0,SO,"HENDERSON, NC",NC,2062
North Carolina State Wolfpack,North Carolina State,Niles Clark,CB,71.0,188.0,FR,"MARIETTA, GA",GA,2063
North Carolina State Wolfpack,North Carolina State,Matt Dayes,RB,69.0,190.0,FR,"WESTON, FL",FL,2064
North Carolina State Wolfpack,North Carolina State,J.J. Jones,S,75.0,199.0,FR,"LITHONIA, GA",GA,2065
North Carolina State Wolfpack,North Carolina State,Nicholas Lacy,WR,69.0,170.0,FR,"PINEHURST, NC",NC,2066
North Carolina State Wolfpack,North Carolina State,Josh Stanley,S,72.0,197.0,SO,"RALEIGH, NC",NC,2067
North Carolina State Wolfpack,North Carolina State,Dontae Johnson,CB,74.0,195.0,SR,"PENNINGTON, NJ",NJ,2068
North Carolina State Wolfpack,North Carolina State,Tony Creecy,RB,71.0,210.0,JR,"DURHAM, NC",NC,2069
North Carolina State Wolfpack,North Carolina State,Dayton Campos,WR,69.0,211.0,JR,"JACKSONVILLE, NC",NC,2070
North Carolina State Wolfpack,North Carolina State,Dakwa Nichols,RB,70.0,182.0,FR,"ROCKINGHAM, NC",NC,2071
North Carolina State Wolfpack,North Carolina State,Josh Sessoms,S,74.0,195.0,FR,"KINSTON, NC",NC,2072
North Carolina State Wolfpack,North Carolina State,Jack Tocho,CB,73.0,190.0,FR,"CHARLOTTE, NC",NC,2073
North Carolina State Wolfpack,North Carolina State,Charlie Twitty,WR,69.0,186.0,FR,"RALEIGH, NC",NC,2074
North Carolina State Wolfpack,North Carolina State,Gavin Locklear,WR,70.0,171.0,SO,"APEX, NC",NC,2075
North Carolina State Wolfpack,North Carolina State,Malcom Means,S,74.0,190.0,FR,"RICHBURG, SC",SC,2076
North Carolina State Wolfpack,North Carolina State,D.J. Green,LB,76.0,228.0,SR,"MACON, GA",GA,2077
North Carolina State Wolfpack,North Carolina State,Niklas Sade,K,75.0,212.0,JR,"WAKE FOREST, NC",NC,2078
North Carolina State Wolfpack,North Carolina State,Roderick Cox,LB,69.0,183.0,SR,"NEW BERN, NC",NC,2079
North Carolina State Wolfpack,North Carolina State,Josh Mercer,RB,71.0,190.0,FR,"GUYTON, GA",GA,2080
North Carolina State Wolfpack,North Carolina State,Dominic Deshaies,CB,69.0,184.0,JR,"RALEIGH, NC",NC,2081
North Carolina State Wolfpack,North Carolina State,Ben Grazen,WR,70.0,175.0,FR,"CARY, NC",NC,2082
North Carolina State Wolfpack,North Carolina State,Ernie Robinson,LB,73.0,213.0,FR,"LAURINBURG, NC",NC,2083
North Carolina State Wolfpack,North Carolina State,Wil Baumann,P,78.0,190.0,JR,"WILMINGTON, NC",NC,2084
North Carolina State Wolfpack,North Carolina State,Quinton Patterson,FB,72.0,225.0,FR,"SHELBY, NC",NC,2085
North Carolina State Wolfpack,North Carolina State,Taylor Beamon,RB,68.0,188.0,JR,"CHARLOTTE, NC",NC,2086
North Carolina State Wolfpack,North Carolina State,Mychal Jones,WR,68.0,178.0,JR,"RALEIGH, NC",NC,2087
North Carolina State Wolfpack,North Carolina State,Brandon Pittman,LB,74.0,222.0,JR,"RALEIGH, NC",NC,2088
North Carolina State Wolfpack,North Carolina State,Cole Borroughs,CB,72.0,194.0,FR,"ASHEBORO, NC",NC,2089
North Carolina State Wolfpack,North Carolina State,Milton Hall,RB,69.0,193.0,JR,"BURLINGTON, NC",NC,2090
North Carolina State Wolfpack,North Carolina State,M.J. Salahuddin,LB,74.0,220.0,SO,"FAYETTEVILLE, NC",NC,2091
North Carolina State Wolfpack,North Carolina State,Ryan Cheek,FB,72.0,243.0,SR,"LANCASTER, OH",OH,2092
North Carolina State Wolfpack,North Carolina State,Evan Pritt,TE,76.0,260.0,FR,"WILMINGTON, NC",NC,2093
North Carolina State Wolfpack,North Carolina State,Jacob Tart,S,73.0,196.0,FR,"APEX, NC",NC,2094
North Carolina State Wolfpack,North Carolina State,Logan Winkles,FB,73.0,240.0,JR,"THOMASTON, GA",GA,2095
North Carolina State Wolfpack,North Carolina State,Artemis Robinson,LB,73.0,205.0,FR,"LAURINBURG, NC",NC,2096
North Carolina State Wolfpack,North Carolina State,Drew Davis,LB,75.0,232.0,FR,"RALEIGH, NC",NC,2097
North Carolina State Wolfpack,North Carolina State,Tyler Purvis,FB,74.0,229.0,JR,"REINHOLDS, PA",PA,2098
North Carolina State Wolfpack,North Carolina State,William Stephenson,P,75.0,181.0,FR,"RALEIGH, NC",NC,2099
North Carolina State Wolfpack,North Carolina State,Robert Caldwell,LB,75.0,250.0,SR,"TWENTYNINE PALMS, CA",CA,2100
North Carolina State Wolfpack,North Carolina State,Bryan Smith,LB,74.0,235.0,FR,"OXFORD, NC",NC,2101
North Carolina State Wolfpack,North Carolina State,Zach Gentry,LB,73.0,230.0,SR,"RALEIGH, NC",NC,2102
North Carolina State Wolfpack,North Carolina State,Devin O'Connor,FB,75.0,224.0,FR,"CARTERSVILLE, GA",GA,2103
North Carolina State Wolfpack,North Carolina State,Cameron Fordham,G,74.0,284.0,JR,"DULUTH, GA",GA,2104
North Carolina State Wolfpack,North Carolina State,Cole Blankenship,C,74.0,290.0,FR,"MOCKSVILLE, NC",NC,2105
North Carolina State Wolfpack,North Carolina State,Ben Garnett,LS,72.0,225.0,SO,"CHARLOTTE, NC",NC,2106
North Carolina State Wolfpack,North Carolina State,Taylor Griswold,C,72.0,345.0,JR,"ZEBULON, NC",NC,2107
North Carolina State Wolfpack,North Carolina State,Davion Allred,DE,72.0,205.0,FR,"RALEIGH, NC",NC,2108
North Carolina State Wolfpack,North Carolina State,Joe Thuney,C,77.0,276.0,SO,"CENTERVILLE, OH",OH,2109
North Carolina State Wolfpack,North Carolina State,Luke Collins,DE,75.0,225.0,FR,"RALEIGH, NC",NC,2110
North Carolina State Wolfpack,North Carolina State,Bryce Kennedy,G,75.0,302.0,FR,"SOUTHERN PINES, NC",NC,2111
North Carolina State Wolfpack,North Carolina State,Peter Daniel,OL,78.0,235.0,FR,"RALEIGH, NC",NC,2112
North Carolina State Wolfpack,North Carolina State,Jacob Kahut,DT,77.0,273.0,SR,"WAKE FOREST, NC",NC,2113
North Carolina State Wolfpack,North Carolina State,John Tu'uta,C,74.0,311.0,FR,"FREDERICKSBURG, VA",VA,2114
North Carolina State Wolfpack,North Carolina State,Quinton Schooley,OL,76.0,285.0,SO,"CHANUTE, KS",KS,2115
North Carolina State Wolfpack,North Carolina State,Ali Kassem,OL,79.0,350.0,JR,"CINCINNATI, OH",OH,2116
North Carolina State Wolfpack,North Carolina State,Duran Christophe,G,77.0,300.0,SR,"NEW ORLEANS, LA",LA,2117
North Carolina State Wolfpack,North Carolina State,Tylar Reagan,OL,77.0,290.0,FR,"JACKSONVILLE, FL",FL,2118
North Carolina State Wolfpack,North Carolina State,Joey Buccola,OT,73.0,303.0,JR,"RALEIGH, NC",NC,2119
North Carolina State Wolfpack,North Carolina State,Colton Stortz,OL,76.0,260.0,FR,"DENVER, NC",NC,2120
North Carolina State Wolfpack,North Carolina State,Evan Bumgarner,OT,74.0,329.0,SO,"LENOIR, NC",NC,2121
North Carolina State Wolfpack,North Carolina State,Thomas Teal,DT,73.0,312.0,JR,"BENNETTSVILLE, SC",SC,2122
North Carolina State Wolfpack,North Carolina State,Carlos Gray,DT,75.0,296.0,SO,"PINSON, AL",AL,2123
North Carolina State Wolfpack,North Carolina State,Alex Barr,OT,79.0,326.0,SO,"FAYETTEVILLE, GA",GA,2124
North Carolina State Wolfpack,North Carolina State,Patrick Roane,OL,79.0,310.0,FR,"HOPE MILLS, NC",NC,2125
North Carolina State Wolfpack,North Carolina State,Andy Jomantas,OT,79.0,295.0,JR,"DAYTON, OH",OH,2126
North Carolina State Wolfpack,North Carolina State,Tyson Chandler,OT,79.0,360.0,JR,"NORTH PLAINFIELD, NJ",NJ,2127
North Carolina State Wolfpack,North Carolina State,T.Y. McGill,DT,73.0,293.0,JR,"JESUP, GA",GA,2128
North Carolina State Wolfpack,North Carolina State,Deylan Buntyn,DT,75.0,323.0,SR,"HAVELOCK, NC",NC,2129
North Carolina State Wolfpack,North Carolina State,Rob Crisp,OT,79.0,298.0,SR,"RALEIGH, NC",NC,2130
North Carolina State Wolfpack,North Carolina State,Tyler Smith,DL,74.0,255.0,JR,"RALEIGH, NC",NC,2131
North Carolina State Wolfpack,North Carolina State,Bryan Underwood,WR,69.0,177.0,JR,"UNIVERSITY HEIGHTS, OH",OH,2132
North Carolina State Wolfpack,North Carolina State,Asa Watson,TE,75.0,237.0,SR,"ROCK HILL, SC",SC,2133
North Carolina State Wolfpack,North Carolina State,Lucas Wilson,TE,76.0,240.0,FR,"WINSTON-SALEM, NC",NC,2134
North Carolina State Wolfpack,North Carolina State,Charlie Hegedus,WR,74.0,200.0,SO,"MARIETTA, GA",GA,2135
North Carolina State Wolfpack,North Carolina State,Jumichael Ramos,WR,75.0,190.0,FR,"LOVEJOY, GA",GA,2136
North Carolina State Wolfpack,North Carolina State,David J. Grinnage,TE,77.0,257.0,FR,"NEWARK, DE",DE,2137
North Carolina State Wolfpack,North Carolina State,Marcellus Ballard,WR,71.0,169.0,SO,"WILSON, NC",NC,2138
North Carolina State Wolfpack,North Carolina State,Pharoah McKever,WR,78.0,215.0,FR,"TABOR CITY, NC",NC,2139
North Carolina State Wolfpack,North Carolina State,Quintin Payton,WR,76.0,211.0,SR,"ANDERSON, SC",SC,2140
North Carolina State Wolfpack,North Carolina State,Benson Browne,TE,77.0,253.0,SO,"CINCINNATI, OH",OH,2141
North Carolina State Wolfpack,North Carolina State,Mike Rose,DE,75.0,252.0,SO,"FOUNTAIN INN, SC",SC,2142
North Carolina State Wolfpack,North Carolina State,Darryl Cato-Bishop,DE,75.0,266.0,SR,"ROXBURY, MA",MA,2143
North Carolina State Wolfpack,North Carolina State,Rogers Clark,DT,73.0,255.0,FR,"WOODBERRY FOREST, VA",VA,2144
North Carolina State Wolfpack,North Carolina State,Monty Nelson,DT,74.0,310.0,FR,"PLANTATION, FL",FL,2145
North Carolina State Wolfpack,North Carolina State,Art Norman,DE,72.0,243.0,JR,"STONE MOUNTAIN, GA",GA,2146
North Carolina State Wolfpack,North Carolina State,Kenton Gibbs,DT,74.0,290.0,FR,"DETROIT, MI",MI,2147
North Carolina State Wolfpack,North Carolina State,Scott Thompson,LS,71.0,233.0,JR,"RANCHO SANTA MARGARITA, CA",CA,2148
North Carolina State Wolfpack,North Carolina State,Forrest West,DE,73.0,263.0,SR,"CANTON, CT",CT,2149
North Carolina State Wolfpack,North Carolina State,A.J. Ferguson,DT,74.0,301.0,SR,"SOUTHPORT, NC",NC,2150
North Carolina State Wolfpack,North Carolina State,Ryan Stevens,K,75.0,190.0,SO,"RALEIGH, NC",NC,2151
North Carolina State Wolfpack,North Carolina State,Joe Wright,DE,79.0,232.0,FR,--,--,2152
Pittsburgh Panthers,Pittsburgh,K'Waun Williams,DB,70.0,195.0,SR,"PATERSON, NJ",NJ,2153
Pittsburgh Panthers,Pittsburgh,Nicholas Grigsby,LB,73.0,220.0,SO,"TROTWOOD, OH",OH,2154
Pittsburgh Panthers,Pittsburgh,Bam Bradley,LB,74.0,230.0,FR,"DAYTON, OH",OH,2155
Pittsburgh Panthers,Pittsburgh,Ejuan Price,DL,72.0,230.0,SO,"RANKIN, PA",PA,2156
Pittsburgh Panthers,Pittsburgh,Tom Savage,QB,77.0,230.0,SR,"SPRINGFIELD, PA",PA,2157
Pittsburgh Panthers,Pittsburgh,Todd Thomas,LB,74.0,230.0,JR,"BEAVER FALLS, PA",PA,2158
Pittsburgh Panthers,Pittsburgh,Ray Vinopal,DB,70.0,200.0,JR,"YOUNGSTOWN, OH",OH,2159
Pittsburgh Panthers,Pittsburgh,Jahmahl Pardner,DB,71.0,175.0,FR,"ROCHESTER, NY",NY,2160
Pittsburgh Panthers,Pittsburgh,Trey Anderson,QB,72.0,185.0,JR,"PEARLAND, TX",TX,2161
Pittsburgh Panthers,Pittsburgh,Chris Blewitt,K,69.0,170.0,FR,"ALEXANDRIA, VA",VA,2162
Pittsburgh Panthers,Pittsburgh,Dontez Ford,WR,74.0,200.0,FR,"MCKEES ROCKS, PA",PA,2163
Pittsburgh Panthers,Pittsburgh,Ethan Brown,DB,70.0,195.0,FR,"ROYERSFORD, PA",PA,2164
Pittsburgh Panthers,Pittsburgh,Ronald Jones,WR,68.0,170.0,JR,"FORT MEADE, FL",FL,2165
Pittsburgh Panthers,Pittsburgh,Reggie Mitchell,CB,72.0,185.0,SO,"PITTSBURGH, PA",PA,2166
Pittsburgh Panthers,Pittsburgh,Devin Street,WR,76.0,190.0,SR,"BETHLEHEM, PA",PA,2167
Pittsburgh Panthers,Pittsburgh,Chad Voytik,QB,73.0,210.0,FR,"CLEVELAND, TN",TN,2168
Pittsburgh Panthers,Pittsburgh,Chris Wuestner,WR,74.0,205.0,FR,"CARLISLE, PA",PA,2169
Pittsburgh Panthers,Pittsburgh,Titus Howard,DB,73.0,180.0,FR,"CLAIRTON, PA",PA,2170
Pittsburgh Panthers,Pittsburgh,Terrish Webb,DB,71.0,170.0,FR,"CLAIRTON, PA",PA,2171
Pittsburgh Panthers,Pittsburgh,Brandon Ifill,WR,73.0,200.0,JR,"PITTSBURGH, PA",PA,2172
Pittsburgh Panthers,Pittsburgh,Brendon Felder,DB,70.0,190.0,JR,"LYNN, MA",MA,2173
Pittsburgh Panthers,Pittsburgh,Devon Porchia,LB,74.0,220.0,FR,"PARKVILLE, MD",MD,2174
Pittsburgh Panthers,Pittsburgh,Tyler Boyd,WR,74.0,185.0,FR,"CLAIRTON, PA",PA,2175
Pittsburgh Panthers,Pittsburgh,Lafayette Pitts,DB,71.0,195.0,SO,"DUQUESNE, PA",PA,2176
Pittsburgh Panthers,Pittsburgh,Cullen Christian,DB,72.0,195.0,JR,"PITTSBURGH, PA",PA,2177
Pittsburgh Panthers,Pittsburgh,Jason Hendricks,DB,72.0,190.0,SR,"BROOKLYN, NY",NY,2178
Pittsburgh Panthers,Pittsburgh,Jevonte Pitts,DB,71.0,205.0,FR,"FORESTHILL, PA",PA,2179
Pittsburgh Panthers,Pittsburgh,Trenton Coles,DB,75.0,175.0,FR,"CLAIRTON, PA",PA,2180
Pittsburgh Panthers,Pittsburgh,Anthony Gonzalez,LB,75.0,225.0,JR,"BETHLEHEM, PA",PA,2181
Pittsburgh Panthers,Pittsburgh,Rachid Ibrahim,RB,73.0,185.0,FR,"ROCKVILLE, MD",MD,2182
Pittsburgh Panthers,Pittsburgh,Mike Caprara,LB,72.0,215.0,FR,"TURTLE CREEK, PA",PA,2183
Pittsburgh Panthers,Pittsburgh,Jaymar Parrish,FB,74.0,230.0,FR,"MONROEVILLE, PA",PA,2184
Pittsburgh Panthers,Pittsburgh,Malcolm Crockett,RB,70.0,205.0,SO,"TAKOMA PARK, MD",MD,2185
Pittsburgh Panthers,Pittsburgh,Isaac Bennett,RB,71.0,205.0,JR,"TULSA, OK",OK,2186
Pittsburgh Panthers,Pittsburgh,E.J. Banks,DB,71.0,190.0,SR,"PITTSBURGH, PA",PA,2187
Pittsburgh Panthers,Pittsburgh,Trent Neavin,FB,72.0,228.0,FR,"MARTINS FERRY, OH",OH,2188
Pittsburgh Panthers,Pittsburgh,Michael Dunn,LB,75.0,240.0,FR,"PITTSBURGH, PA",PA,2189
Pittsburgh Panthers,Pittsburgh,Brett Zuck,WR,73.0,195.0,JR,"SHIPPENVILLE, PA",PA,2190
Pittsburgh Panthers,Pittsburgh,David Durham,DL,73.0,255.0,JR,"CHARLOTTE, NC",NC,2191
Pittsburgh Panthers,Pittsburgh,Ryan Lewis,DB,72.0,195.0,FR,"SEATTLE, WA",WA,2192
Pittsburgh Panthers,Pittsburgh,Pat Fisher,DB,69.0,185.0,JR,"RYDAL, PA",PA,2193
Pittsburgh Panthers,Pittsburgh,James Conner,RB,74.0,230.0,FR,"ERIE, PA",PA,2194
Pittsburgh Panthers,Pittsburgh,Anthony Rippole,FB,70.0,230.0,FR,"MCKEES ROCKS, PA",PA,2195
Pittsburgh Panthers,Pittsburgh,Mark Giubilato,FB,74.0,235.0,JR,"NEWTOWN SQUARE, PA",PA,2196
Pittsburgh Panthers,Pittsburgh,Shane Gordon,LB,73.0,230.0,SR,"FORT LAUDERDALE, FL",FL,2197
Pittsburgh Panthers,Pittsburgh,Colton Lively,FB,72.0,245.0,FR,"LAKE DALLAS, TX",TX,2198
Pittsburgh Panthers,Pittsburgh,Devon Edwards,TE,76.0,255.0,FR,"COLUMBUS, OH",OH,2199
Pittsburgh Panthers,Pittsburgh,Adam Lazenga,FB,72.0,245.0,JR,"BETHEL PARK, PA",PA,2200
Pittsburgh Panthers,Pittsburgh,Matt Galambos,LB,74.0,215.0,FR,"COLLINGDALE, PA",PA,2201
Pittsburgh Panthers,Pittsburgh,Drake Greer,K,76.0,205.0,JR,"PITTSBURGH, PA",PA,2202
Pittsburgh Panthers,Pittsburgh,Zach Poker,LB,76.0,220.0,FR,"OCONOMOWOC, WI",WI,2203
Pittsburgh Panthers,Pittsburgh,Desmond Brown,RB,69.0,200.0,SR,"MIAMI, FL",FL,2204
Pittsburgh Panthers,Pittsburgh,Nico Elms,LB,72.0,215.0,FR,"GIBSONIA, PA",PA,2205
Pittsburgh Panthers,Pittsburgh,Tyrone Ezell,DL,76.0,305.0,SR,"MUNHALL, PA",PA,2206
Pittsburgh Panthers,Pittsburgh,Jacob Craig,LB,74.0,230.0,FR,"BERLIN, PA",PA,2207
Pittsburgh Panthers,Pittsburgh,Shakir Soto,DL,75.0,255.0,FR,--,--,2208
Pittsburgh Panthers,Pittsburgh,Dorian Johnson,OL,77.0,290.0,FR,"BELLE VERNON, PA",PA,2209
Pittsburgh Panthers,Pittsburgh,Tyrique Jarrett,DL,75.0,340.0,FR,"PITTSBURGH, PA",PA,2210
Pittsburgh Panthers,Pittsburgh,Luke Maclean,DL,75.0,250.0,FR,"GRAND BLANC, MI",MI,2211
Pittsburgh Panthers,Pittsburgh,Justin Moody,DL,75.0,265.0,FR,"PHILADELPHIA, PA",PA,2212
Pittsburgh Panthers,Pittsburgh,Artie Rowell,OL,74.0,305.0,SO,"HARRISBURG, PA",PA,2213
Pittsburgh Panthers,Pittsburgh,Kevin Barthelemy,LS,75.0,245.0,SR,"MOON TOWNSHIP, PA",PA,2214
Pittsburgh Panthers,Pittsburgh,Emanuel Rackard,LB,72.0,235.0,SR,"BELLE GLADE, FL",FL,2215
Pittsburgh Panthers,Pittsburgh,Aaron Reese,OL,77.0,300.0,FR,"CHAMBERSBURG, PA",PA,2216
Pittsburgh Panthers,Pittsburgh,Pat Quirin,LS,73.0,220.0,FR,"PITTSBURGH, PA",PA,2217
Pittsburgh Panthers,Pittsburgh,John Guy,OL,79.0,285.0,FR,"SOMERVILLE, MA",MA,2218
Pittsburgh Panthers,Pittsburgh,Alex Officer,OL,76.0,290.0,FR,"ROCHESTER, NY",NY,2219
Pittsburgh Panthers,Pittsburgh,Shane Johnson,OL,77.0,330.0,JR,"FORT WASHINGTON, MD",MD,2220
Pittsburgh Panthers,Pittsburgh,David Murphy,LS,73.0,230.0,SO,"BUFFALO, NY",NY,2221
Pittsburgh Panthers,Pittsburgh,T.J. Clemmings,OL,78.0,305.0,JR,"TEANECK, NJ",NJ,2222
Pittsburgh Panthers,Pittsburgh,Adam Bisnowaty,OL,78.0,300.0,FR,"PITTSBURGH, PA",PA,2223
Pittsburgh Panthers,Pittsburgh,Juantez Hollins,OL,77.0,330.0,SR,"ALIQUIPPA, PA",PA,2224
Pittsburgh Panthers,Pittsburgh,Gabe Roberts,OL,77.0,305.0,FR,"NEW LONDON, WI",WI,2225
Pittsburgh Panthers,Pittsburgh,Carson Baker,OL,77.0,250.0,FR,"FAIRBORN, OH",OH,2226
Pittsburgh Panthers,Pittsburgh,Matt Rotheram,OL,78.0,340.0,JR,"NORTH OLMSTED, OH",OH,2227
Pittsburgh Panthers,Pittsburgh,Jaryd Jones-Smith,OL,79.0,295.0,FR,"VOORHEES, NJ",NJ,2228
Pittsburgh Panthers,Pittsburgh,Jeremy Gonzales,DL,73.0,225.0,FR,"WEXFORD, PA",PA,2229
Pittsburgh Panthers,Pittsburgh,Ryan Schlieper,OL,77.0,310.0,SR,"WEXFORD, PA",PA,2230
Pittsburgh Panthers,Pittsburgh,Brad Lukasak,K,72.0,175.0,FR,"ORWIGSBURG, PA",PA,2231
Pittsburgh Panthers,Pittsburgh,Cory King,OL,78.0,325.0,SR,"STONEBORO, PA",PA,2232
Pittsburgh Panthers,Pittsburgh,Zach Challingsworth,WR,74.0,185.0,FR,"MCDONALD, PA",PA,2233
Pittsburgh Panthers,Pittsburgh,Tony Harper,TE,76.0,200.0,FR,"TOLEDO, OH",OH,2234
Pittsburgh Panthers,Pittsburgh,Manasseh Garner,TE,74.0,230.0,JR,"PITTSBURGH, PA",PA,2235
Pittsburgh Panthers,Pittsburgh,Scott Orndoff,TE,77.0,255.0,FR,"WAYNESBURG, PA",PA,2236
Pittsburgh Panthers,Pittsburgh,Ed Tinker,WR,74.0,195.0,SR,"PITTSBURGH, PA",PA,2237
Pittsburgh Panthers,Pittsburgh,Jester Weah,WR,75.0,190.0,FR,"MADISON, WI",WI,2238
Pittsburgh Panthers,Pittsburgh,J.P. Holtz,TE,76.0,245.0,SO,"PITTSBURGH, PA",PA,2239
Pittsburgh Panthers,Pittsburgh,Reggie Green,WR,74.0,200.0,FR,"CRANFORD, NJ",NJ,2240
Pittsburgh Panthers,Pittsburgh,Kevin Weatherspoon,WR,70.0,175.0,JR,"CLAIRTON, PA",PA,2241
Pittsburgh Panthers,Pittsburgh,Jack Lippert,DL,76.0,260.0,SR,"HARRISBURG, PA",PA,2242
Pittsburgh Panthers,Pittsburgh,Ryan Winslow,P,77.0,205.0,FR,"MAPLE GLEN, PA",PA,2243
Pittsburgh Panthers,Pittsburgh,Darryl Render,DL,74.0,285.0,SO,"CLEVELAND, OH",OH,2244
Pittsburgh Panthers,Pittsburgh,Matt Yoklic,P,76.0,220.0,SR,"GIBSONIA, PA",PA,2245
Pittsburgh Panthers,Pittsburgh,Bryan Murphy,DL,75.0,255.0,JR,"WASHINGTONVILLE, NY",NY,2246
Pittsburgh Panthers,Pittsburgh,Jeremiah Taleni,DL,74.0,300.0,FR,"KANEOHE, HI",HI,2247
Pittsburgh Panthers,Pittsburgh,Khaynin Mosley-Smith,DL,72.0,305.0,JR,"PITTSBURGH, PA",PA,2248
Pittsburgh Panthers,Pittsburgh,Devin Cook,DL,76.0,255.0,SO,"BEAVER FALLS, PA",PA,2249
Pittsburgh Panthers,Pittsburgh,Aaron Donald,DL,72.0,285.0,SR,"PITTSBURGH, PA",PA,2250
Pittsburgh Panthers,Pittsburgh,LaQuentin Smith,DL,74.0,275.0,JR,"ORLANDO, FL",FL,2251
Syracuse Orange,Syracuse,Ashton Broyld,RB,76.0,223.0,SO,"ROCHESTER, NY",NY,2252
Syracuse Orange,Syracuse,Quinta Funderburk,WR,75.0,190.0,JR,"NORFOLK, VA",VA,2253
Syracuse Orange,Syracuse,Wayne Morgan,CB,70.0,191.0,SO,"BROOKLYN, NY",NY,2254
Syracuse Orange,Syracuse,Durell Eskridge,S,75.0,202.0,SO,"MIAMI, FL",FL,2255
Syracuse Orange,Syracuse,Mitch Kimble,QB,75.0,195.0,FR,"JERSEYVILLE, IL",IL,2256
