invoice_id,date,store_id,store_name,store_city,product_name,manufacturing_company,pack,unit_volume_ml,unit_sold,unit_retail_price,total_price,volume_sold_liters
INV-23465500003,2019-11-25,5741,Town Treasures,CLINTON,FruitFusion Quencher,Fusion Delights,6,1750,6,2.02,12.12,10.5
INV-23465500004,2019-11-25,5741,Town Treasures,CLINTON,FruitFusion Quencher,CC Brands,12,375,12,1.22,9.12,4.5
INV-23511600012,2019-11-26,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,MunchWave Snacks,6,1750,6,3.98,23.88,10.5
INV-23511600016,2019-11-26,4119,Peak Provisions,CEDAR FALLS,MoonlitMocha Twist,OliverCraft Inc.,6,750,6,2.7,16.2,4.5
INV-23511600017,2019-11-26,4119,Peak Provisions,CEDAR FALLS,MoonlitMocha Twist,OliverCraft Inc.,6,750,6,6.47,38.82,4.5
INV-23511600003,2019-11-26,4119,Peak Provisions,CEDAR FALLS,BerryBlitz Chill,TasteTrail Snacks,12,750,12,1.62,19.44,9.0
INV-23511600006,2019-11-26,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,12,750,36,2.6,93.6,27.0
INV-23511600004,2019-11-26,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,MunchWave Snacks,12,750,12,3.64,43.68,9.0
INV-23511600002,2019-11-26,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-23511600005,2019-11-26,4119,Peak Provisions,CEDAR FALLS,CocoCrave Delight,BiteBlend Delights,6,1750,6,4.18,25.08,10.5
INV-23511600014,2019-11-26,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,MunchWave Snacks,12,750,12,4.21,50.52,9.0
INV-23511600008,2019-11-26,4119,Peak Provisions,CEDAR FALLS,PeachyKeen Revive,MunchWave Snacks,12,750,12,3.38,40.56,9.0
INV-23511600013,2019-11-26,4119,Peak Provisions,CEDAR FALLS,MoonlitMocha Twist,SipSavor Co.,6,600,6,1.76,10.56,3.6
INV-23511600007,2019-11-26,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,BiteBlend Delights,12,750,12,1.82,21.84,9.0
INV-23511600001,2019-11-26,4119,Peak Provisions,CEDAR FALLS,HerbalHarmony Sip,FlavBlend Innovations,12,750,12,2.99,35.88,9.0
INV-23511600011,2019-11-26,4119,Peak Provisions,CEDAR FALLS,MoonlitMocha Twist,OliverCraft Inc.,6,850,12,4.05,48.6,10.2
INV-23511600009,2019-11-26,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,MunchWave Snacks,4,2400,4,8.62,34.48,9.6
INV-23511600010,2019-11-26,4119,Peak Provisions,CEDAR FALLS,MoonlitMocha Twist,OliverCraft Inc.,6,800,6,8.62,51.72,4.8
INV-23511600015,2019-11-26,4119,Peak Provisions,CEDAR FALLS,EnergizeFusion Fuel,CC Brands,6,750,6,6.14,36.84,4.5
INV-23616700010,2019-12-02,5741,Town Treasures,CLINTON,HerbalHarmony Sip,FlavBlend Innovations,12,750,12,2.99,35.88,9.0
INV-23616700004,2019-12-02,5741,Town Treasures,CLINTON,FruitFusion Quencher,NibbleNation Group,24,375,24,1.22,22.56,9.0
INV-23616700001,2019-12-02,5741,Town Treasures,CLINTON,AquaBerry Burst,TasteTwist Enterprises,24,375,24,2.02,48.48,9.0
INV-23616700009,2019-12-02,5741,Town Treasures,CLINTON,VitaWave Splash,NibbleNook Ventures,24,375,24,1.44,34.56,9.0
INV-23616700006,2019-12-02,5741,Town Treasures,CLINTON,CitrusBurst Breeze,SnackSynergy Foods,24,375,24,1.22,13.68,9.0
INV-23616700013,2019-12-02,5741,Town Treasures,CLINTON,VitaWave Splash,NibbleNook Ventures,48,100,48,1.22,34.56,4.8
INV-23616700015,2019-12-02,5741,Town Treasures,CLINTON,RadiantRoot Revive,TasteTrail Snacks,10,50,10,1.62,16.2,0.5
INV-23616700005,2019-12-02,5741,Town Treasures,CLINTON,CocoCrave Delight,SipSavor Co.,24,375,24,1.48,35.52,9.0
INV-23616700012,2019-12-02,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,MunchWave Snacks,6,1750,6,8.64,51.84,10.5
INV-23616700003,2019-12-02,5741,Town Treasures,CLINTON,FruitFusion Quencher,NibbleNation Group,24,200,24,1.22,12.96,4.8
INV-23616700008,2019-12-02,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,BiteBlend Delights,24,375,24,1.22,19.92,9.0
INV-23616700011,2019-12-02,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,MunchWave Snacks,24,375,24,2.16,51.84,9.0
INV-23616700007,2019-12-02,5741,Town Treasures,CLINTON,RadiantRoot Revive,CrunchCraft Co.,6,1750,6,1.89,11.34,10.5
INV-23616700002,2019-12-02,5741,Town Treasures,CLINTON,AquaBerry Burst,TasteTwist Enterprises,24,375,24,2.02,48.48,9.0
INV-23647300007,2019-12-03,4119,Peak Provisions,CEDAR FALLS,FrostedCocoa Savor,OliverCraft Inc.,12,750,12,3.37,40.44,9.0
INV-23647300006,2019-12-03,4119,Peak Provisions,CEDAR FALLS,MoonlitMocha Twist,TasteTwist Enterprises,6,750,6,4.2,25.2,4.5
INV-23647300002,2019-12-03,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-23647300005,2019-12-03,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,CrafTaste Enterprises,1,6000,1,24.3,24.3,6.0
INV-23647300008,2019-12-03,4119,Peak Provisions,CEDAR FALLS,ZenZen Tea Blend,MunchWave Snacks,6,1750,6,5.94,35.64,10.5
INV-23647300001,2019-12-03,4119,Peak Provisions,CEDAR FALLS,VelvetChai Charm,NibbleNation Group,12,750,12,2.16,25.92,9.0
INV-23647300003,2019-12-03,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.72,32.64,9.0
INV-23647300004,2019-12-03,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,NibbleNation Group,12,750,12,2.02,24.24,9.0
INV-23724000001,2019-12-06,9039,Skyline Stores,WEST DES MOINES,FrostyMango Fusion,Frescan Jaya,12,375,84,1.8,151.2,31.5
INV-23724100001,2019-12-06,9039,Skyline Stores,WEST DES MOINES,FruitFusion Quencher,Frescan Jaya,6,750,240,2.14,513.6,180.0
INV-23761400005,2019-12-09,5741,Town Treasures,CLINTON,FruitFusion Quencher,SnackSynergy Foods,24,375,24,1.22,12.48,9.0
INV-23761400002,2019-12-09,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,MunchWave Snacks,24,375,24,2.16,51.84,9.0
INV-23761400006,2019-12-09,5741,Town Treasures,CLINTON,FruitFusion Quencher,Fusion Delights,48,200,48,1.22,34.56,9.6
INV-23761400003,2019-12-09,5741,Town Treasures,CLINTON,PureElixir Zest,MunchWave Snacks,12,750,12,2.45,29.4,9.0
INV-23761400012,2019-12-09,5741,Town Treasures,CLINTON,BerryBloom Oasis,FlavBlend Innovations,12,750,12,3.78,45.36,9.0
INV-23761400010,2019-12-09,5741,Town Treasures,CLINTON,PineapplePop Fizz,MunchMix Inc.,12,750,12,5.4,64.8,9.0
INV-23761400001,2019-12-09,5741,Town Treasures,CLINTON,FruitFusion Quencher,Fusion Delights,6,50,6,1.27,7.62,0.3
INV-23761400004,2019-12-09,5741,Town Treasures,CLINTON,CitrusBurst Breeze,SipSavor Co.,24,375,24,1.22,20.4,9.0
INV-23761400007,2019-12-09,5741,Town Treasures,CLINTON,SummerSip Tropical,SavorSip Innovations,12,750,12,3.63,43.56,9.0
INV-23761400008,2019-12-09,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,BiteBlend Delights,10,50,10,1.84,18.4,0.5
INV-23761400009,2019-12-09,5741,Town Treasures,CLINTON,PineapplePop Fizz,MunchMix Inc.,12,375,12,2.9,34.8,4.5
INV-23761400011,2019-12-09,5741,Town Treasures,CLINTON,SootheSip Serenity,Crunchy Group,24,375,24,1.22,20.88,9.0
INV-23814300006,2019-12-10,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,NibbleNation Group,12,750,12,2.02,24.24,9.0
INV-23814300005,2019-12-10,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.72,32.64,9.0
INV-23814300004,2019-12-10,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-23814300001,2019-12-10,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,BiteBlend Delights,6,1750,6,2.82,16.92,10.5
INV-23814300009,2019-12-10,4119,Peak Provisions,CEDAR FALLS,FrostedCocoa Savor,OliverCraft Inc.,12,750,12,3.37,40.44,9.0
INV-23814300003,2019-12-10,4119,Peak Provisions,CEDAR FALLS,VelvetChai Charm,NibbleNation Group,12,750,12,2.16,25.92,9.0
INV-23814300002,2019-12-10,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,MunchWave Snacks,12,750,12,3.64,43.68,9.0
INV-23814300008,2019-12-10,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,6,1750,6,5.13,30.78,10.5
INV-23814300007,2019-12-10,4119,Peak Provisions,CEDAR FALLS,MoonlitMocha Twist,TasteTwist Enterprises,6,750,6,4.2,25.2,4.5
INV-23833300001,2019-12-11,9039,Skyline Stores,WEST DES MOINES,FruitFusion Quencher,Frescan Jaya,6,750,264,2.14,564.96,198.0
INV-23952300001,2019-12-16,5741,Town Treasures,CLINTON,RadiantRoot Revive,TasteTrail Snacks,10,50,20,1.62,32.4,1.0
INV-23952300003,2019-12-16,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,BiteBlend Delights,48,200,48,1.22,20.16,9.6
INV-23952300006,2019-12-16,5741,Town Treasures,CLINTON,PineapplePop Fizz,FlavorMingle Group,12,375,12,2.19,26.28,4.5
INV-23952300004,2019-12-16,5741,Town Treasures,CLINTON,SootheSip Serenity,Crunchy Group,24,375,24,1.22,20.88,9.0
INV-23952300007,2019-12-16,5741,Town Treasures,CLINTON,VitaWave Splash,NibbleNook Ventures,10,50,10,1.53,15.3,0.5
INV-23952300002,2019-12-16,5741,Town Treasures,CLINTON,PineapplePop Fizz,MunchMix Inc.,24,200,24,1.75,42.0,4.8
INV-23952300008,2019-12-16,5741,Town Treasures,CLINTON,SummerSip Tropical,SipSense Foods,12,750,12,3.83,45.96,9.0
INV-23952300005,2019-12-16,5741,Town Treasures,CLINTON,FruitFusion Quencher,Fusion Delights,24,375,24,1.22,11.76,9.0
INV-23988000020,2019-12-17,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,MunchWave Snacks,6,1750,6,3.98,23.88,10.5
INV-23988000026,2019-12-17,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,MunchWave Snacks,12,750,12,4.21,50.52,9.0
INV-23988000022,2019-12-17,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,MunchWave Snacks,4,2400,4,8.62,34.48,9.6
INV-23988000025,2019-12-17,4119,Peak Provisions,CEDAR FALLS,MoonlitMocha Twist,BiteBlend Delights,12,750,12,1.21,14.52,9.0
INV-23988000014,2019-12-17,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,CrafTaste Enterprises,12,750,12,3.51,42.12,9.0
INV-23988000002,2019-12-17,4119,Peak Provisions,CEDAR FALLS,FrostedCocoa Savor,OliverCraft Inc.,12,750,12,3.37,40.44,9.0
INV-23988000011,2019-12-17,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.72,32.64,9.0
INV-23988000017,2019-12-17,4119,Peak Provisions,CEDAR FALLS,VitaWave Splash,NibbleNook Ventures,12,750,24,2.42,58.08,18.0
INV-23988000006,2019-12-17,4119,Peak Provisions,CEDAR FALLS,VelvetChai Charm,NibbleNation Group,12,750,12,2.16,25.92,9.0
INV-23988000016,2019-12-17,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,BiteBlend Delights,12,750,12,1.82,21.84,9.0
INV-23988000009,2019-12-17,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,12,750,12,2.45,29.4,9.0
INV-23988000019,2019-12-17,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,CrafTaste Enterprises,1,6000,1,24.3,24.3,6.0
INV-23988000031,2019-12-17,4119,Peak Provisions,CEDAR FALLS,FrostyMango Fusion,CraveCrafter Brands,6,1750,6,4.05,24.3,10.5
INV-23988000004,2019-12-17,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,BiteBlend Delights,6,1750,6,2.82,16.92,10.5
INV-23988000015,2019-12-17,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,NibbleNation Group,12,750,12,2.02,24.24,9.0
INV-23988000005,2019-12-17,4119,Peak Provisions,CEDAR FALLS,AquaBerry Burst,TasteTwist Enterprises,12,750,24,4.2,100.8,18.0
INV-23988000023,2019-12-17,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,12,750,12,2.6,31.2,9.0
INV-23988000021,2019-12-17,4119,Peak Provisions,CEDAR FALLS,SpicedApple Hug,FlavBlend Innovations,6,1750,6,2.36,14.16,10.5
INV-23988000024,2019-12-17,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,MunchWave Snacks,12,750,12,3.64,43.68,9.0
INV-23988000027,2019-12-17,4119,Peak Provisions,CEDAR FALLS,PineapplePop Fizz,MunchMix Inc.,12,750,12,5.4,64.8,9.0
INV-23988000007,2019-12-17,4119,Peak Provisions,CEDAR FALLS,CaramelCrunch Craze,OliverCraft Inc.,6,1750,6,4.59,27.54,10.5
INV-23988000003,2019-12-17,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,12,750,12,2.45,29.4,9.0
INV-23988000018,2019-12-17,4119,Peak Provisions,CEDAR FALLS,BerryBlitz Chill,CrunchCraze Inc.,6,750,6,2.7,16.2,4.5
INV-23988000012,2019-12-17,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,6,1750,6,5.13,30.78,10.5
INV-23988000029,2019-12-17,4119,Peak Provisions,CEDAR FALLS,CaramelCrunch Craze,OliverCraft Inc.,12,750,12,2.02,24.24,9.0
INV-23988000001,2019-12-17,4119,Peak Provisions,CEDAR FALLS,CocoCrave Delight,SipSavor Co.,12,750,12,2.84,34.08,9.0
INV-23988000030,2019-12-17,4119,Peak Provisions,CEDAR FALLS,EnergizeFusion Fuel,FlavorFare Foods,6,750,6,5.31,31.86,4.5
INV-23988000028,2019-12-17,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,6,1750,6,4.86,29.16,10.5
INV-23988000008,2019-12-17,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-23988000013,2019-12-17,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,NibbleNation Group,12,750,12,2.02,24.24,9.0
INV-23988000010,2019-12-17,4119,Peak Provisions,CEDAR FALLS,CreamyCaramel Cloud,SnackSphere Innovations,6,750,6,4.86,29.16,4.5
INV-24145500006,2019-12-24,4119,Peak Provisions,CEDAR FALLS,CitrusBurst Breeze,MunchWave Snacks,6,1750,6,3.5,21.0,10.5
INV-24145500019,2019-12-24,4119,Peak Provisions,CEDAR FALLS,SpicedApple Hug,FlavBlend Innovations,6,1750,6,2.36,14.16,10.5
INV-24145500013,2019-12-24,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,12,750,36,2.6,93.6,27.0
INV-24145500023,2019-12-24,4119,Peak Provisions,CEDAR FALLS,CocoCrave Delight,SipSavor Co.,12,750,12,4.72,56.64,9.0
INV-24145500008,2019-12-24,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,BiteBlend Delights,12,750,24,1.41,33.84,18.0
INV-24145500011,2019-12-24,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,MunchWave Snacks,12,750,12,3.64,43.68,9.0
INV-24145500018,2019-12-24,4119,Peak Provisions,CEDAR FALLS,SpicedApple Hug,FlavBlend Innovations,6,1750,6,2.36,14.16,10.5
INV-24145500007,2019-12-24,4119,Peak Provisions,CEDAR FALLS,AquaBerry Burst,TasteTwist Enterprises,12,750,12,5.4,64.8,9.0
INV-24145500012,2019-12-24,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-24145500021,2019-12-24,4119,Peak Provisions,CEDAR FALLS,HerbalHarmony Sip,FlavBlend Innovations,12,750,12,2.99,35.88,9.0
INV-24145500002,2019-12-24,4119,Peak Provisions,CEDAR FALLS,CocoCrave Delight,SipSavor Co.,12,750,12,2.84,34.08,9.0
INV-24145500022,2019-12-24,4119,Peak Provisions,CEDAR FALLS,BerryBloom Oasis,OliverCraft Inc.,12,750,12,4.45,53.4,9.0
INV-24145500009,2019-12-24,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,BiteBlend Delights,6,1750,6,2.82,16.92,10.5
INV-24145500003,2019-12-24,4119,Peak Provisions,CEDAR FALLS,SummerSip Tropical,BiteBloom Foods,12,750,12,3.36,40.32,9.0
INV-24145500020,2019-12-24,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,MunchWave Snacks,12,750,12,4.21,50.52,9.0
INV-24145500010,2019-12-24,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,MunchWave Snacks,12,750,12,4.21,50.52,9.0
INV-24145500014,2019-12-24,4119,Peak Provisions,CEDAR FALLS,CocoCrave Delight,MunchWave Snacks,12,750,12,4.46,53.52,9.0
INV-24145500015,2019-12-24,4119,Peak Provisions,CEDAR FALLS,VelvetMist Infusion,SipSense Foods,12,375,12,3.92,47.04,4.5
INV-24145500017,2019-12-24,4119,Peak Provisions,CEDAR FALLS,PeachyKeen Revive,Crunchy Group,12,750,12,2.23,26.76,9.0
INV-24145500024,2019-12-24,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,MunchWave Snacks,12,750,12,3.64,43.68,9.0
INV-24145500004,2019-12-24,4119,Peak Provisions,CEDAR FALLS,ZenZen Tea Blend,MunchWave Snacks,6,1750,6,5.94,35.64,10.5
INV-24145500016,2019-12-24,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,BiteBlend Delights,12,750,12,1.82,21.84,9.0
INV-24145500025,2019-12-24,4119,Peak Provisions,CEDAR FALLS,ZenZen Tea Blend,SnackSphere Innovations,6,750,6,2.96,17.76,4.5
INV-24145500005,2019-12-24,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,MunchWave Snacks,12,750,12,3.64,43.68,9.0
INV-24145500001,2019-12-24,4119,Peak Provisions,CEDAR FALLS,AquaBerry Burst,TasteTwist Enterprises,6,1750,6,8.28,49.68,10.5
INV-24226100001,2019-12-28,5741,Town Treasures,CLINTON,FrostyMango Fusion,CraveCrafter Brands,12,750,12,2.23,26.76,9.0
INV-24226100014,2019-12-28,5741,Town Treasures,CLINTON,HerbalHarmony Sip,FlavBlend Innovations,12,750,12,2.99,35.88,9.0
INV-24226100012,2019-12-28,5741,Town Treasures,CLINTON,SootheSip Serenity,Crunchy Group,24,375,24,1.22,20.88,9.0
INV-24226100010,2019-12-28,5741,Town Treasures,CLINTON,FruitFusion Quencher,NibbleNook Ventures,6,1750,6,1.87,11.22,10.5
INV-24226100005,2019-12-28,5741,Town Treasures,CLINTON,FrostyMango Fusion,CrunchCraft Co.,12,750,12,1.08,12.96,9.0
INV-24226100011,2019-12-28,5741,Town Treasures,CLINTON,PineapplePop Fizz,MunchMix Inc.,12,375,12,2.9,34.8,4.5
INV-24226100013,2019-12-28,5741,Town Treasures,CLINTON,SootheSip Serenity,Crunchy Group,12,750,48,1.73,83.04,36.0
INV-24226100007,2019-12-28,5741,Town Treasures,CLINTON,SummerSip Tropical,BiteBloom Foods,12,750,12,3.36,40.32,9.0
INV-24226100004,2019-12-28,5741,Town Treasures,CLINTON,CitrusBurst Breeze,SnackSynergy Foods,24,375,24,1.22,13.68,9.0
INV-24226100015,2019-12-28,5741,Town Treasures,CLINTON,RadiantRoot Revive,TasteTrail Snacks,10,50,40,1.62,64.8,2.0
INV-24226100009,2019-12-28,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,BiteBlend Delights,10,50,20,1.84,36.8,1.0
INV-24226100003,2019-12-28,5741,Town Treasures,CLINTON,FruitFusion Quencher,NibbleNation Group,24,200,24,1.22,12.96,4.8
INV-24226100006,2019-12-28,5741,Town Treasures,CLINTON,FruitFusion Quencher,Fusion Delights,24,375,24,1.22,11.76,9.0
INV-24226100002,2019-12-28,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,MunchWave Snacks,12,750,12,4.21,50.52,9.0
INV-24226100017,2019-12-28,5741,Town Treasures,CLINTON,FruitFusion Quencher,CC Brands,6,1750,18,2.7,48.6,31.5
INV-24226100008,2019-12-28,5741,Town Treasures,CLINTON,FruitFusion Quencher,CC Brands,24,200,24,1.22,11.52,4.8
INV-24226100016,2019-12-28,5741,Town Treasures,CLINTON,RadiantRoot Infusion,BiteBloom Co.,6,750,1,43.26,43.26,0.75
INV-24279900023,2019-12-31,4119,Peak Provisions,CEDAR FALLS,CocoCrave Delight,BiteBlend Delights,6,1750,6,4.18,25.08,10.5
INV-24279900006,2019-12-31,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,CrafTaste Enterprises,1,6000,1,24.3,24.3,6.0
INV-24279900012,2019-12-31,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,CrafTaste Enterprises,12,750,12,3.51,42.12,9.0
INV-24279900009,2019-12-31,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,12,750,24,2.6,62.4,18.0
INV-24279900005,2019-12-31,4119,Peak Provisions,CEDAR FALLS,VitaWave Splash,NibbleNook Ventures,12,750,12,2.42,29.04,9.0
INV-24279900013,2019-12-31,4119,Peak Provisions,CEDAR FALLS,PeachyKeen Revive,Crunchy Group,12,750,12,2.23,26.76,9.0
INV-24279900007,2019-12-31,4119,Peak Provisions,CEDAR FALLS,ChocoMint Bliss,MunchWave Snacks,4,2400,4,8.62,34.48,9.6
INV-24279900001,2019-12-31,4119,Peak Provisions,CEDAR FALLS,BerryBlitz Chill,SipStory Delights,12,750,12,2.84,34.08,9.0
INV-24279900019,2019-12-31,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,NibbleNation Group,12,750,12,2.02,24.24,9.0
INV-24279900010,2019-12-31,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,12,750,12,2.45,29.4,9.0
INV-24279900002,2019-12-31,4119,Peak Provisions,CEDAR FALLS,CitrusBurst Breeze,SipSavor Co.,6,750,6,5.67,34.02,4.5
INV-24279900003,2019-12-31,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,SnackSphere Innovations,12,750,12,2.61,31.32,9.0
INV-24279900004,2019-12-31,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,6,1750,24,5.13,123.12,42.0
INV-24279900017,2019-12-31,4119,Peak Provisions,CEDAR FALLS,CreamyCaramel Cloud,SnackSphere Innovations,6,750,6,4.86,29.16,4.5
INV-24279900024,2019-12-31,4119,Peak Provisions,CEDAR FALLS,PeachyKeen Revive,OliverCraft Inc.,12,750,12,2.7,32.4,9.0
INV-24279900016,2019-12-31,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,SnackSense Ventures,12,750,12,1.76,21.12,9.0
INV-24279900022,2019-12-31,4119,Peak Provisions,CEDAR FALLS,BerryBloom Oasis,SnackSphere Innovations,12,750,12,4.05,48.6,9.0
INV-24279900015,2019-12-31,4119,Peak Provisions,CEDAR FALLS,MorningMist Dew,SipSavor Co.,12,1000,12,1.22,7.56,12.0
INV-24279900020,2019-12-31,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Delights,12,750,12,2.02,24.24,9.0
INV-24279900021,2019-12-31,4119,Peak Provisions,CEDAR FALLS,BerryBloom Oasis,OliverCraft Inc.,12,750,12,4.99,59.88,9.0
INV-24279900018,2019-12-31,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-24279900011,2019-12-31,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,12,750,12,2.45,29.4,9.0
INV-24281300001,2019-12-31,9039,Skyline Stores,WEST DES MOINES,FruitFusion Quencher,Frescan Jaya,6,750,222,2.14,475.08,166.5
INV-24279900014,2019-12-31,4119,Peak Provisions,CEDAR FALLS,EnergizeFusion Fuel,MunchWave Snacks,12,750,12,4.46,53.52,9.0
INV-24279900008,2019-12-31,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,6,1750,6,4.86,29.16,10.5
INV-24301700001,2020-01-02,9039,Skyline Stores,WEST DES MOINES,SunnyCitrus Zing,Frescan Jaya,6,750,36,2.14,77.04,27.0
INV-24371600010,2020-01-06,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,BiteBlend Delights,10,50,10,1.84,18.4,0.5
INV-24371600006,2020-01-06,5741,Town Treasures,CLINTON,SootheSip Serenity,NibbleNation Group,10,50,10,1.5,15.0,0.5
INV-24371600002,2020-01-06,5741,Town Treasures,CLINTON,ZenZen Tea Blend,MunchWave Snacks,12,375,12,2.5,30.0,4.5
INV-24371600003,2020-01-06,5741,Town Treasures,CLINTON,PureElixir Zest,MunchWave Snacks,48,200,48,1.22,35.52,9.6
INV-24371600008,2020-01-06,5741,Town Treasures,CLINTON,FruitFusion Quencher,CC Brands,12,375,12,1.22,9.12,4.5
INV-24371600012,2020-01-06,5741,Town Treasures,CLINTON,PineapplePop Fizz,MunchMix Inc.,12,750,2,8.37,16.74,1.5
INV-24371600004,2020-01-06,5741,Town Treasures,CLINTON,PeachyKeen Revive,MunchWave Snacks,12,375,12,2.5,30.0,4.5
INV-24371600005,2020-01-06,5741,Town Treasures,CLINTON,SootheSip Serenity,NibbleNation Group,24,375,24,1.01,24.24,9.0
INV-24371600011,2020-01-06,5741,Town Treasures,CLINTON,FruitFusion Quencher,SipStory Co.,5,50,5,3.46,17.3,0.25
INV-24371600007,2020-01-06,5741,Town Treasures,CLINTON,FruitFusion Quencher,SipStory Co.,12,750,12,2.7,32.4,9.0
INV-24371600001,2020-01-06,5741,Town Treasures,CLINTON,FruitFusion Quencher,Fusion Delights,6,50,6,1.27,7.62,0.3
INV-24371600009,2020-01-06,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,MunchWave Snacks,44,200,44,1.35,59.4,8.8
INV-24412000004,2020-01-07,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,BiteBlend Delights,12,750,12,2.3,27.6,9.0
INV-24391500002,2020-01-07,9039,Skyline Stores,WEST DES MOINES,BlueberryBliss Brew,Frescan Jaya,6,750,594,10.8,6415.2,445.5
INV-24412000006,2020-01-07,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,NibbleNation Group,12,750,12,2.02,24.24,9.0
INV-24412000008,2020-01-07,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,CrunchCraft Co.,6,1750,6,1.94,11.64,10.5
INV-24412000002,2020-01-07,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,MunchWave Snacks,6,1750,6,3.98,23.88,10.5
