province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Indonesia,2022-09-10,-0.7893,113.9213,POINT(113.9213 -0.7893),6390553,157757,,,,,Indonesia
,Indonesia,2020-04-08,-0.7893,113.9213,POINT(113.9213 -0.7893),2956,240,222,2494,,,Indonesia
,Indonesia,2020-09-02,-0.7893,113.9213,POINT(113.9213 -0.7893),180646,7616,129971,43059,,,Indonesia
,Indonesia,2020-08-26,-0.7893,113.9213,POINT(113.9213 -0.7893),160165,6944,115409,37812,,,Indonesia
,Indonesia,2020-03-16,-0.7893,113.9213,POINT(113.9213 -0.7893),134,5,8,,,,
,Indonesia,2020-08-20,-0.7893,113.9213,POINT(113.9213 -0.7893),147211,6418,100674,40119,,,Indonesia
,Indonesia,2022-07-20,-0.7893,113.9213,POINT(113.9213 -0.7893),6149084,156875,,,,,Indonesia
,Indonesia,2021-06-14,-0.7893,113.9213,POINT(113.9213 -0.7893),1919547,53116,1751234,115197,,,Indonesia
,Indonesia,2022-08-02,-0.7893,113.9213,POINT(113.9213 -0.7893),6216621,157028,,,,,Indonesia
,Indonesia,2022-03-02,-0.7893,113.9213,POINT(113.9213 -0.7893),5630096,149036,,,,,Indonesia
,Indonesia,2021-07-22,-0.7893,113.9213,POINT(113.9213 -0.7893),3033339,79032,2392923,561384,,,Indonesia
,Indonesia,2021-12-29,-0.7893,113.9213,POINT(113.9213 -0.7893),4262351,144081,,,,,Indonesia
,Indonesia,2022-07-09,-0.7893,113.9213,POINT(113.9213 -0.7893),6108729,156785,,,,,Indonesia
,Indonesia,2022-11-05,-0.7893,113.9213,POINT(113.9213 -0.7893),6517630,158807,,,,,Indonesia
,Indonesia,2022-08-17,-0.7893,113.9213,POINT(113.9213 -0.7893),6297484,157296,,,,,Indonesia
,Indonesia,2022-12-13,-0.7893,113.9213,POINT(113.9213 -0.7893),6702132,160287,,,,,Indonesia
,Indonesia,2021-01-29,-0.7893,113.9213,POINT(113.9213 -0.7893),1051795,29518,852260,170017,,,Indonesia
,Indonesia,2020-11-20,-0.7893,113.9213,POINT(113.9213 -0.7893),488310,15678,410552,62080,,,Indonesia
,Indonesia,2022-03-30,-0.7893,113.9213,POINT(113.9213 -0.7893),6009486,155000,,,,,Indonesia
,Indonesia,2022-03-06,-0.7893,113.9213,POINT(113.9213 -0.7893),5748725,150172,,,,,Indonesia
,Indonesia,2020-11-27,-0.7893,113.9213,POINT(113.9213 -0.7893),522581,16521,437456,68604,,,Indonesia
,Indonesia,2023-02-04,-0.7893,113.9213,POINT(113.9213 -0.7893),6730964,160831,,,,,Indonesia
,Indonesia,2020-07-12,-0.7893,113.9213,POINT(113.9213 -0.7893),75699,3606,35638,36455,,,Indonesia
,Indonesia,2021-08-28,-0.7893,113.9213,POINT(113.9213 -0.7893),4066404,131372,,,,,Indonesia
,Indonesia,2020-12-29,-0.7893,113.9213,POINT(113.9213 -0.7893),727122,21703,596783,108636,,,Indonesia
,Indonesia,2021-12-10,-0.7893,113.9213,POINT(113.9213 -0.7893),4258752,143923,,,,,Indonesia
,Indonesia,2022-08-12,-0.7893,113.9213,POINT(113.9213 -0.7893),6273228,157189,,,,,Indonesia
,Indonesia,2020-03-07,-0.7893,113.9213,POINT(113.9213 -0.7893),4,0,0,,,,
,Indonesia,2020-04-17,-0.7893,113.9213,POINT(113.9213 -0.7893),5923,520,607,4796,,,Indonesia
,Indonesia,2022-06-30,-0.7893,113.9213,POINT(113.9213 -0.7893),6088460,156737,,,,,Indonesia
,Indonesia,2021-03-07,-0.7893,113.9213,POINT(113.9213 -0.7893),1379662,37266,1194656,147740,,,Indonesia
,Indonesia,2022-05-22,-0.7893,113.9213,POINT(113.9213 -0.7893),6052590,156522,,,,,Indonesia
,Indonesia,2021-07-11,-0.7893,113.9213,POINT(113.9213 -0.7893),2527203,66464,2084724,376015,,,Indonesia
,Indonesia,2022-02-26,-0.7893,113.9213,POINT(113.9213 -0.7893),5504418,147844,,,,,Indonesia
,Indonesia,2023-02-26,-0.7893,113.9213,POINT(113.9213 -0.7893),6735628,160908,,,,,Indonesia
,Indonesia,2021-07-13,-0.7893,113.9213,POINT(113.9213 -0.7893),2615529,68219,2139601,407709,,,Indonesia
,Indonesia,2020-10-19,-0.7893,113.9213,POINT(113.9213 -0.7893),365240,12617,289243,63380,,,Indonesia
,Indonesia,2020-09-14,-0.7893,113.9213,POINT(113.9213 -0.7893),221523,8841,158405,54277,,,Indonesia
,Indonesia,2021-03-13,-0.7893,113.9213,POINT(113.9213 -0.7893),1414741,38329,1237470,138942,,,Indonesia
,Indonesia,2022-07-01,-0.7893,113.9213,POINT(113.9213 -0.7893),6090509,156740,,,,,Indonesia
,Indonesia,2022-04-03,-0.7893,113.9213,POINT(113.9213 -0.7893),6015748,155164,,,,,Indonesia
,Indonesia,2021-03-21,-0.7893,113.9213,POINT(113.9213 -0.7893),1460184,39550,1290790,129844,,,Indonesia
,Indonesia,2022-10-16,-0.7893,113.9213,POINT(113.9213 -0.7893),6456868,158313,,,,,Indonesia
,Indonesia,2023-02-18,-0.7893,113.9213,POINT(113.9213 -0.7893),6734102,160884,,,,,Indonesia
,Indonesia,2022-08-11,-0.7893,113.9213,POINT(113.9213 -0.7893),6267137,157171,,,,,Indonesia
,Indonesia,2020-06-14,-0.7893,113.9213,POINT(113.9213 -0.7893),38277,2134,14531,21612,,,Indonesia
,Indonesia,2020-11-22,-0.7893,113.9213,POINT(113.9213 -0.7893),497668,15884,418188,63596,,,Indonesia
,Indonesia,2020-08-14,-0.7893,113.9213,POINT(113.9213 -0.7893),135123,6021,89618,39484,,,Indonesia
,Indonesia,2022-05-28,-0.7893,113.9213,POINT(113.9213 -0.7893),6054173,156573,,,,,Indonesia
,Indonesia,2023-01-08,-0.7893,113.9213,POINT(113.9213 -0.7893),6723546,160683,,,,,Indonesia
,Indonesia,2022-04-18,-0.7893,113.9213,POINT(113.9213 -0.7893),6040432,155903,,,,,Indonesia
,Indonesia,2021-07-28,-0.7893,113.9213,POINT(113.9213 -0.7893),3287727,88659,2640676,558392,,,Indonesia
,Indonesia,2022-10-01,-0.7893,113.9213,POINT(113.9213 -0.7893),6433263,158122,,,,,Indonesia
,Indonesia,2021-08-23,-0.7893,113.9213,POINT(113.9213 -0.7893),3989060,127214,,,,,Indonesia
,Indonesia,2023-02-03,-0.7893,113.9213,POINT(113.9213 -0.7893),6730778,160826,,,,,Indonesia
,Indonesia,2020-12-14,-0.7893,113.9213,POINT(113.9213 -0.7893),623309,18956,510957,93396,,,Indonesia
,Indonesia,2021-03-28,-0.7893,113.9213,POINT(113.9213 -0.7893),1496085,40449,1331400,124236,,,Indonesia
,Indonesia,2022-10-08,-0.7893,113.9213,POINT(113.9213 -0.7893),6443949,158198,,,,,Indonesia
,Indonesia,2021-08-07,-0.7893,113.9213,POINT(113.9213 -0.7893),3639616,105598,,,,,Indonesia
,Indonesia,2021-04-07,-0.7893,113.9213,POINT(113.9213 -0.7893),1547376,42064,1391742,113570,,,Indonesia
,Indonesia,2022-05-13,-0.7893,113.9213,POINT(113.9213 -0.7893),6050211,156448,,,,,Indonesia
,Indonesia,2020-11-04,-0.7893,113.9213,POINT(113.9213 -0.7893),421731,14259,353282,54190,,,Indonesia
,Indonesia,2022-03-28,-0.7893,113.9213,POINT(113.9213 -0.7893),6001751,154774,,,,,Indonesia
,Indonesia,2020-12-04,-0.7893,113.9213,POINT(113.9213 -0.7893),563680,17479,466178,80023,,,Indonesia
,Indonesia,2022-02-11,-0.7893,113.9213,POINT(113.9213 -0.7893),4708043,144958,,,,,Indonesia
,Indonesia,2021-10-16,-0.7893,113.9213,POINT(113.9213 -0.7893),4234011,142933,,,,,Indonesia
,Indonesia,2021-09-28,-0.7893,113.9213,POINT(113.9213 -0.7893),4211460,141709,,,,,Indonesia
,Indonesia,2020-11-09,-0.7893,113.9213,POINT(113.9213 -0.7893),440569,14689,372266,53614,,,Indonesia
,Indonesia,2022-06-18,-0.7893,113.9213,POINT(113.9213 -0.7893),6066908,156684,,,,,Indonesia
,Indonesia,2020-12-09,-0.7893,113.9213,POINT(113.9213 -0.7893),592900,18171,487445,87284,,,Indonesia
,Indonesia,2020-06-04,-0.7893,113.9213,POINT(113.9213 -0.7893),28818,1721,8892,18205,,,Indonesia
,Indonesia,2022-10-12,-0.7893,113.9213,POINT(113.9213 -0.7893),6450248,158249,,,,,Indonesia
,Indonesia,2022-05-01,-0.7893,113.9213,POINT(113.9213 -0.7893),6047040,156273,,,,,Indonesia
,Indonesia,2020-07-04,-0.7893,113.9213,POINT(113.9213 -0.7893),62142,3089,28219,30834,,,Indonesia
,Indonesia,2022-09-08,-0.7893,113.9213,POINT(113.9213 -0.7893),6385140,157729,,,,,Indonesia
,Indonesia,2021-01-28,-0.7893,113.9213,POINT(113.9213 -0.7893),1037993,29331,842122,166540,,,Indonesia
,Indonesia,2022-12-08,-0.7893,113.9213,POINT(113.9213 -0.7893),6692509,160139,,,,,Indonesia
,Indonesia,2021-08-11,-0.7893,113.9213,POINT(113.9213 -0.7893),3749446,112198,,,,,Indonesia
,Indonesia,2020-08-04,-0.7893,113.9213,POINT(113.9213 -0.7893),115056,5388,72050,37618,,,Indonesia
,Indonesia,2021-12-28,-0.7893,113.9213,POINT(113.9213 -0.7893),4262157,144071,,,,,Indonesia
,Indonesia,2021-02-07,-0.7893,113.9213,POINT(113.9213 -0.7893),1157837,31556,949990,176291,,,Indonesia
,Indonesia,2020-09-04,-0.7893,113.9213,POINT(113.9213 -0.7893),187537,7832,134181,45524,,,Indonesia
,Indonesia,2022-07-13,-0.7893,113.9213,POINT(113.9213 -0.7893),6120169,156818,,,,,Indonesia
,Indonesia,2021-11-11,-0.7893,113.9213,POINT(113.9213 -0.7893),4249758,143608,,,,,Indonesia
,Indonesia,2021-04-18,-0.7893,113.9213,POINT(113.9213 -0.7893),1604348,43424,1455065,105859,,,Indonesia
,Indonesia,2022-01-08,-0.7893,113.9213,POINT(113.9213 -0.7893),4265666,144127,,,,,Indonesia
,Indonesia,2020-03-17,-0.7893,113.9213,POINT(113.9213 -0.7893),172,5,8,,,,
,Indonesia,2020-05-16,-0.7893,113.9213,POINT(113.9213 -0.7893),17025,1089,3911,12025,,,Indonesia
,Indonesia,2022-04-07,-0.7893,113.9213,POINT(113.9213 -0.7893),6028413,155509,,,,,Indonesia
,Indonesia,2020-06-16,-0.7893,113.9213,POINT(113.9213 -0.7893),40400,2231,15703,22466,,,Indonesia
,Indonesia,2022-10-20,-0.7893,113.9213,POINT(113.9213 -0.7893),6464962,158380,,,,,Indonesia
,Indonesia,2021-07-17,-0.7893,113.9213,POINT(113.9213 -0.7893),2832755,72489,2232394,527872,,,Indonesia
,Indonesia,2021-04-27,-0.7893,113.9213,POINT(113.9213 -0.7893),1651794,44939,1506599,100256,,,Indonesia
,Indonesia,2020-08-16,-0.7893,113.9213,POINT(113.9213 -0.7893),139549,6150,93103,40296,,,Indonesia
,Indonesia,2020-07-16,-0.7893,113.9213,POINT(113.9213 -0.7893),81668,3873,40345,37450,,,Indonesia
,Indonesia,2023-01-05,-0.7893,113.9213,POINT(113.9213 -0.7893),6722227,160665,,,,,Indonesia
,Indonesia,2022-01-25,-0.7893,113.9213,POINT(113.9213 -0.7893),4294183,144247,,,,,Indonesia
,Indonesia,2023-01-12,-0.7893,113.9213,POINT(113.9213 -0.7893),6725095,160711,,,,,Indonesia
,Indonesia,2021-03-10,-0.7893,113.9213,POINT(113.9213 -0.7893),1398578,37932,1216433,144213,,,Indonesia
,Indonesia,2021-03-01,-0.7893,113.9213,POINT(113.9213 -0.7893),1341314,36325,1151915,153074,,,Indonesia
,Indonesia,2022-04-15,-0.7893,113.9213,POINT(113.9213 -0.7893),6038664,155820,,,,,Indonesia
,Indonesia,2020-10-09,-0.7893,113.9213,POINT(113.9213 -0.7893),324658,11677,247667,65314,,,Indonesia
,Indonesia,2020-05-23,-0.7893,113.9213,POINT(113.9213 -0.7893),21745,1351,5249,15145,,,Indonesia
,Indonesia,2020-03-23,-0.7893,113.9213,POINT(113.9213 -0.7893),579,49,30,500,,,Indonesia
,Indonesia,2020-12-11,-0.7893,113.9213,POINT(113.9213 -0.7893),605243,18511,496886,89846,,,Indonesia
,Indonesia,2021-04-28,-0.7893,113.9213,POINT(113.9213 -0.7893),1657035,45116,1511417,100502,,,Indonesia
,Indonesia,2021-10-07,-0.7893,113.9213,POINT(113.9213 -0.7893),4224487,142494,,,,,Indonesia
,Indonesia,2020-10-11,-0.7893,113.9213,POINT(113.9213 -0.7893),333449,11844,255027,66578,,,Indonesia
,Indonesia,2021-07-24,-0.7893,113.9213,POINT(113.9213 -0.7893),3127826,82013,2471678,574135,,,Indonesia
,Indonesia,2021-10-24,-0.7893,113.9213,POINT(113.9213 -0.7893),4240019,143205,,,,,Indonesia
,Indonesia,2022-06-26,-0.7893,113.9213,POINT(113.9213 -0.7893),6080451,156717,,,,,Indonesia
,Indonesia,2022-08-28,-0.7893,113.9213,POINT(113.9213 -0.7893),6346304,157500,,,,,Indonesia
,Indonesia,2020-12-13,-0.7893,113.9213,POINT(113.9213 -0.7893),617820,18819,505836,93165,,,Indonesia
,Indonesia,2021-08-13,-0.7893,113.9213,POINT(113.9213 -0.7893),3804943,115096,,,,,Indonesia
,Indonesia,2021-12-18,-0.7893,113.9213,POINT(113.9213 -0.7893),4260380,143998,,,,,Indonesia
,Indonesia,2021-11-01,-0.7893,113.9213,POINT(113.9213 -0.7893),4244761,143423,,,,,Indonesia
,Indonesia,2021-08-21,-0.7893,113.9213,POINT(113.9213 -0.7893),3967048,125342,,,,,Indonesia
,Indonesia,2021-05-31,-0.7893,113.9213,POINT(113.9213 -0.7893),1821703,50578,1669119,102006,,,Indonesia
,Indonesia,2022-07-03,-0.7893,113.9213,POINT(113.9213 -0.7893),6093917,156749,,,,,Indonesia
,Indonesia,2020-09-23,-0.7893,113.9213,POINT(113.9213 -0.7893),257388,9977,187958,59453,,,Indonesia
,Indonesia,2020-06-23,-0.7893,113.9213,POINT(113.9213 -0.7893),47896,2535,19241,26120,,,Indonesia
,Indonesia,2021-02-13,-0.7893,113.9213,POINT(113.9213 -0.7893),1210703,32936,1016036,161731,,,Indonesia
,Indonesia,2021-08-05,-0.7893,113.9213,POINT(113.9213 -0.7893),3568331,102375,,,,,Indonesia
,Indonesia,2021-02-05,-0.7893,113.9213,POINT(113.9213 -0.7893),1134854,31202,926980,176672,,,Indonesia
,Indonesia,2022-07-11,-0.7893,113.9213,POINT(113.9213 -0.7893),6112986,156798,,,,,Indonesia
,Indonesia,2021-07-31,-0.7893,113.9213,POINT(113.9213 -0.7893),3409658,94119,2770092,545447,,,Indonesia
,Indonesia,2021-12-26,-0.7893,113.9213,POINT(113.9213 -0.7893),4261667,144053,,,,,Indonesia
,Indonesia,2022-02-05,-0.7893,113.9213,POINT(113.9213 -0.7893),4480423,144497,,,,,Indonesia
,Indonesia,2022-12-26,-0.7893,113.9213,POINT(113.9213 -0.7893),6716592,160551,,,,,Indonesia
,Indonesia,2022-04-21,-0.7893,113.9213,POINT(113.9213 -0.7893),6042595,156015,,,,,Indonesia
,Indonesia,2021-05-15,-0.7893,113.9213,POINT(113.9213 -0.7893),1736670,47967,1597067,91636,,,Indonesia
,Indonesia,2022-10-14,-0.7893,113.9213,POINT(113.9213 -0.7893),6453864,158281,,,,,Indonesia
,Indonesia,2021-02-25,-0.7893,113.9213,POINT(113.9213 -0.7893),1314634,35518,1121411,157705,,,Indonesia
,Indonesia,2022-01-31,-0.7893,113.9213,POINT(113.9213 -0.7893),4353370,144320,,,,,Indonesia
,Indonesia,2021-05-03,-0.7893,113.9213,POINT(113.9213 -0.7893),1682004,45949,1535491,100564,,,Indonesia
,Indonesia,2022-12-30,-0.7893,113.9213,POINT(113.9213 -0.7893),6719327,160593,,,,,Indonesia
,Indonesia,2023-03-06,-0.7893,113.9213,POINT(113.9213 -0.7893),6737303,160932,,,,,Indonesia
,Indonesia,2022-01-26,-0.7893,113.9213,POINT(113.9213 -0.7893),4301193,144254,,,,,Indonesia
,Indonesia,2022-03-26,-0.7893,113.9213,POINT(113.9213 -0.7893),5986830,154343,,,,,Indonesia
,Indonesia,2022-09-06,-0.7893,113.9213,POINT(113.9213 -0.7893),6378489,157696,,,,,Indonesia
,Indonesia,2023-01-22,-0.7893,113.9213,POINT(113.9213 -0.7893),6728065,160781,,,,,Indonesia
,Indonesia,2022-07-31,-0.7893,113.9213,POINT(113.9213 -0.7893),6207098,156993,,,,,Indonesia
,Indonesia,2020-06-13,-0.7893,113.9213,POINT(113.9213 -0.7893),37420,2091,13776,21553,,,Indonesia
,Indonesia,2020-05-13,-0.7893,113.9213,POINT(113.9213 -0.7893),15438,1028,3287,11123,,,Indonesia
,Indonesia,2021-10-14,-0.7893,113.9213,POINT(113.9213 -0.7893),4232099,142848,,,,,Indonesia
,Indonesia,2022-01-22,-0.7893,113.9213,POINT(113.9213 -0.7893),4283453,144206,,,,,Indonesia
,Indonesia,2022-01-05,-0.7893,113.9213,POINT(113.9213 -0.7893),4264136,144109,,,,,Indonesia
,Indonesia,2022-12-22,-0.7893,113.9213,POINT(113.9213 -0.7893),6713879,160488,,,,,Indonesia
,Indonesia,2022-08-25,-0.7893,113.9213,POINT(113.9213 -0.7893),6334357,157457,,,,,Indonesia
,Indonesia,2021-05-10,-0.7893,113.9213,POINT(113.9213 -0.7893),1718575,47218,1574615,96742,,,Indonesia
,Indonesia,2022-12-05,-0.7893,113.9213,POINT(113.9213 -0.7893),6682437,160026,,,,,Indonesia
,Indonesia,2022-09-05,-0.7893,113.9213,POINT(113.9213 -0.7893),6374882,157668,,,,,Indonesia
,Indonesia,2021-12-23,-0.7893,113.9213,POINT(113.9213 -0.7893),4261208,144042,,,,,Indonesia
,Indonesia,2021-11-15,-0.7893,113.9213,POINT(113.9213 -0.7893),4251076,143670,,,,,Indonesia
,Indonesia,2021-05-25,-0.7893,113.9213,POINT(113.9213 -0.7893),1786187,49627,1642074,94486,,,Indonesia
,Indonesia,2022-11-25,-0.7893,113.9213,POINT(113.9213 -0.7893),6640624,159600,,,,,Indonesia
,Indonesia,2020-09-01,-0.7893,113.9213,POINT(113.9213 -0.7893),177571,7505,128057,42009,,,Indonesia
,Indonesia,2022-07-17,-0.7893,113.9213,POINT(113.9213 -0.7893),6134953,156849,,,,,Indonesia
,Indonesia,2020-03-18,-0.7893,113.9213,POINT(113.9213 -0.7893),227,19,11,,,,
,Indonesia,2022-02-13,-0.7893,113.9213,POINT(113.9213 -0.7893),4807778,145176,,,,,Indonesia
,Indonesia,2022-10-17,-0.7893,113.9213,POINT(113.9213 -0.7893),6458101,158327,,,,,Indonesia
,Indonesia,2020-08-05,-0.7893,113.9213,POINT(113.9213 -0.7893),116871,5452,73889,37530,,,Indonesia
,Indonesia,2021-04-05,-0.7893,113.9213,POINT(113.9213 -0.7893),1537967,41815,1381677,114475,,,Indonesia
,Indonesia,2020-10-13,-0.7893,113.9213,POINT(113.9213 -0.7893),340622,12027,263296,65299,,,Indonesia
,Indonesia,2021-10-18,-0.7893,113.9213,POINT(113.9213 -0.7893),4235384,142999,,,,,Indonesia
,Indonesia,2020-11-28,-0.7893,113.9213,POINT(113.9213 -0.7893),527999,16646,441983,69370,,,Indonesia
,Indonesia,2021-06-21,-0.7893,113.9213,POINT(113.9213 -0.7893),2004445,54956,1801761,147728,,,Indonesia
,Indonesia,2021-03-23,-0.7893,113.9213,POINT(113.9213 -0.7893),1471225,39865,1304921,126439,,,Indonesia
,Indonesia,2022-12-06,-0.7893,113.9213,POINT(113.9213 -0.7893),6686181,160071,,,,,Indonesia
,Indonesia,2020-07-23,-0.7893,113.9213,POINT(113.9213 -0.7893),93657,4576,52164,36917,,,Indonesia
,Indonesia,2022-05-11,-0.7893,113.9213,POINT(113.9213 -0.7893),6048685,156396,,,,,Indonesia
,Indonesia,2020-05-05,-0.7893,113.9213,POINT(113.9213 -0.7893),12071,872,2197,9002,,,Indonesia
,Indonesia,2022-10-06,-0.7893,113.9213,POINT(113.9213 -0.7893),6441123,158177,,,,,Indonesia
,Indonesia,2022-06-21,-0.7893,113.9213,POINT(113.9213 -0.7893),6070933,156700,,,,,Indonesia
,Indonesia,2021-10-03,-0.7893,113.9213,POINT(113.9213 -0.7893),4219284,142173,,,,,Indonesia
,Indonesia,2020-03-21,-0.7893,113.9213,POINT(113.9213 -0.7893),450,38,15,,,,
,Indonesia,2022-10-30,-0.7893,113.9213,POINT(113.9213 -0.7893),6490622,158597,,,,,Indonesia
,Indonesia,2020-08-15,-0.7893,113.9213,POINT(113.9213 -0.7893),137468,6071,91321,40076,,,Indonesia
,Indonesia,2022-08-21,-0.7893,113.9213,POINT(113.9213 -0.7893),6315557,157377,,,,,Indonesia
,Indonesia,2022-04-05,-0.7893,113.9213,POINT(113.9213 -0.7893),6023924,155421,,,,,Indonesia
,Indonesia,2021-07-15,-0.7893,113.9213,POINT(113.9213 -0.7893),2726803,70192,2176412,480199,,,Indonesia
,Indonesia,2020-10-03,-0.7893,113.9213,POINT(113.9213 -0.7893),299506,11055,225052,63399,,,Indonesia
,Indonesia,2022-06-05,-0.7893,113.9213,POINT(113.9213 -0.7893),6056017,156604,,,,,Indonesia
,Indonesia,2023-02-16,-0.7893,113.9213,POINT(113.9213 -0.7893),6733697,160880,,,,,Indonesia
,Indonesia,2021-09-03,-0.7893,113.9213,POINT(113.9213 -0.7893),4116890,134930,,,,,Indonesia
,Indonesia,2023-02-01,-0.7893,113.9213,POINT(113.9213 -0.7893),6730289,160817,,,,,Indonesia
,Indonesia,2023-01-06,-0.7893,113.9213,POINT(113.9213 -0.7893),6722746,160673,,,,,Indonesia
,Indonesia,2023-02-28,-0.7893,113.9213,POINT(113.9213 -0.7893),6736046,160914,,,,,Indonesia
,Indonesia,2020-04-09,-0.7893,113.9213,POINT(113.9213 -0.7893),3293,280,252,2761,,,Indonesia
,Indonesia,2023-03-07,-0.7893,113.9213,POINT(113.9213 -0.7893),6737606,160934,,,,,Indonesia
,Indonesia,2021-08-10,-0.7893,113.9213,POINT(113.9213 -0.7893),3718821,110619,,,,,Indonesia
,Indonesia,2020-12-20,-0.7893,113.9213,POINT(113.9213 -0.7893),664930,19880,541811,103239,,,Indonesia
,Indonesia,2022-09-09,-0.7893,113.9213,POINT(113.9213 -0.7893),6387944,157741,,,,,Indonesia
,Indonesia,2022-12-09,-0.7893,113.9213,POINT(113.9213 -0.7893),6695010,160175,,,,,Indonesia
,Indonesia,2021-02-08,-0.7893,113.9213,POINT(113.9213 -0.7893),1166079,31763,963028,171288,,,Indonesia
,Indonesia,2021-11-10,-0.7893,113.9213,POINT(113.9213 -0.7893),4249323,143592,,,,,Indonesia
,Indonesia,2022-07-12,-0.7893,113.9213,POINT(113.9213 -0.7893),6116347,156806,,,,,Indonesia
,Indonesia,2022-01-09,-0.7893,113.9213,POINT(113.9213 -0.7893),4266195,144129,,,,,Indonesia
,Indonesia,2022-07-30,-0.7893,113.9213,POINT(113.9213 -0.7893),6202893,156983,,,,,Indonesia
,Indonesia,2020-08-09,-0.7893,113.9213,POINT(113.9213 -0.7893),125396,5723,80952,38721,,,Indonesia
,Indonesia,2021-02-24,-0.7893,113.9213,POINT(113.9213 -0.7893),1306141,35254,1112725,158162,,,Indonesia
,Indonesia,2022-10-13,-0.7893,113.9213,POINT(113.9213 -0.7893),6452078,158263,,,,,Indonesia
,Indonesia,2022-04-22,-0.7893,113.9213,POINT(113.9213 -0.7893),6043246,156040,,,,,Indonesia
,Indonesia,2020-06-09,-0.7893,113.9213,POINT(113.9213 -0.7893),33076,1923,11414,19739,,,Indonesia
,Indonesia,2021-05-20,-0.7893,113.9213,POINT(113.9213 -0.7893),1758898,48887,1621572,88439,,,Indonesia
,Indonesia,2021-01-27,-0.7893,113.9213,POINT(113.9213 -0.7893),1024298,28855,831330,164113,,,Indonesia
,Indonesia,2020-06-28,-0.7893,113.9213,POINT(113.9213 -0.7893),54010,2754,22936,28320,,,Indonesia
,Indonesia,2022-11-29,-0.7893,113.9213,POINT(113.9213 -0.7893),6659235,159789,,,,,Indonesia
,Indonesia,2022-01-16,-0.7893,113.9213,POINT(113.9213 -0.7893),4271649,144170,,,,,Indonesia
,Indonesia,2021-07-18,-0.7893,113.9213,POINT(113.9213 -0.7893),2877476,73582,2261658,542236,,,Indonesia
,Indonesia,2020-08-28,-0.7893,113.9213,POINT(113.9213 -0.7893),165887,7169,120900,37818,,,Indonesia
,Indonesia,2020-04-28,-0.7893,113.9213,POINT(113.9213 -0.7893),9511,773,1254,7484,,,Indonesia
,Indonesia,2020-06-25,-0.7893,113.9213,POINT(113.9213 -0.7893),50187,2620,20449,27118,,,Indonesia
,Indonesia,2022-04-23,-0.7893,113.9213,POINT(113.9213 -0.7893),6043768,156067,,,,,Indonesia
,Indonesia,2022-04-16,-0.7893,113.9213,POINT(113.9213 -0.7893),6039266,155844,,,,,Indonesia
,Indonesia,2020-05-04,-0.7893,113.9213,POINT(113.9213 -0.7893),11587,864,1954,8769,,,Indonesia
,Indonesia,2020-08-25,-0.7893,113.9213,POINT(113.9213 -0.7893),157859,6858,112867,38134,,,Indonesia
,Indonesia,2021-11-04,-0.7893,113.9213,POINT(113.9213 -0.7893),4246802,143500,,,,,Indonesia
,Indonesia,2021-04-17,-0.7893,113.9213,POINT(113.9213 -0.7893),1599763,43328,1450192,106243,,,Indonesia
,Indonesia,2021-09-27,-0.7893,113.9213,POINT(113.9213 -0.7893),4209403,141585,,,,,Indonesia
,Indonesia,2022-09-16,-0.7893,113.9213,POINT(113.9213 -0.7893),6405044,157876,,,,,Indonesia
,Indonesia,2022-04-06,-0.7893,113.9213,POINT(113.9213 -0.7893),6026324,155464,,,,,Indonesia
,Indonesia,2021-06-01,-0.7893,113.9213,POINT(113.9213 -0.7893),1826527,50723,1674479,76634,,,Indonesia
,Indonesia,2022-07-06,-0.7893,113.9213,POINT(113.9213 -0.7893),6100671,156770,,,,,Indonesia
,Indonesia,2023-01-21,-0.7893,113.9213,POINT(113.9213 -0.7893),6727847,160777,,,,,Indonesia
,Indonesia,2023-01-04,-0.7893,113.9213,POINT(113.9213 -0.7893),6721692,160657,,,,,Indonesia
,Indonesia,2020-04-25,-0.7893,113.9213,POINT(113.9213 -0.7893),8607,720,1042,6845,,,Indonesia
,Indonesia,2020-03-05,-0.7893,113.9213,POINT(113.9213 -0.7893),2,0,0,,,,
,Indonesia,2021-03-11,-0.7893,113.9213,POINT(113.9213 -0.7893),1403722,38049,1224603,141070,,,Indonesia
,Indonesia,2021-07-07,-0.7893,113.9213,POINT(113.9213 -0.7893),2379397,62908,1973388,343101,,,Indonesia
,Indonesia,2022-06-09,-0.7893,113.9213,POINT(113.9213 -0.7893),6056017,156604,,,,,Indonesia
,Indonesia,2022-08-05,-0.7893,113.9213,POINT(113.9213 -0.7893),6235244,157072,,,,,Indonesia
,Indonesia,2021-11-24,-0.7893,113.9213,POINT(113.9213 -0.7893),4254443,143766,,,,,Indonesia
,Indonesia,2022-07-26,-0.7893,113.9213,POINT(113.9213 -0.7893),6178873,156929,,,,,Indonesia
,Indonesia,2021-05-18,-0.7893,113.9213,POINT(113.9213 -0.7893),1748230,48477,1612239,87514,,,Indonesia
,Indonesia,2021-12-30,-0.7893,113.9213,POINT(113.9213 -0.7893),4262540,144088,,,,,Indonesia
,Indonesia,2022-10-29,-0.7893,113.9213,POINT(113.9213 -0.7893),6487905,158571,,,,,Indonesia
,Indonesia,2022-03-07,-0.7893,113.9213,POINT(113.9213 -0.7893),5770105,150430,,,,,Indonesia
,Indonesia,2021-03-27,-0.7893,113.9213,POINT(113.9213 -0.7893),1492002,40364,1327121,124517,,,Indonesia
